time,hover,max_thrust,min_thrust,k_p_x,k_i_x,k_d_x,k_p_y,k_i_y,k_d_y,k_p_z,k_i_z,k_d_z
2025-10-15_15:50:42,40000,45000,36000,1.0,0.0,0.0,15000,0,6000,-1.0,0.0,0.0
