time_s,x,y,z
20250912_151210.806149,2.017987012863159,0.13132144510746002,2.957472562789917
20250912_151210.806966,2.0180156230926514,0.13132701814174652,2.9574129581451416
20250912_151210.808485,2.0180397033691406,0.13130755722522736,2.957406520843506
20250912_151210.809426,2.0178723335266113,0.13144786655902863,2.957371234893799
20250912_151210.811407,2.0178751945495605,0.13142329454421997,2.957427501678467
20250912_151210.813856,2.017864227294922,0.13141615688800812,2.957446336746216
20250912_151210.815218,2.018002986907959,0.1313357651233673,2.9574248790740967
20250912_151210.816841,2.01802396774292,0.13130050897598267,2.957408905029297
20250912_151210.818662,2.018045425415039,0.13130365312099457,2.9574081897735596
20250912_151210.822563,2.0179638862609863,0.131334587931633,2.9573848247528076
20250912_151210.823475,2.0179574489593506,0.13136714696884155,2.957430601119995
20250912_151210.824855,2.0180141925811768,0.1313171535730362,2.9574036598205566
20250912_151210.844447,2.0180108547210693,0.1313181221485138,2.957434892654419
20250912_151210.845292,2.0179216861724854,0.13140809535980225,2.957465887069702
20250912_151210.854032,2.017946243286133,0.1314098834991455,2.9573776721954346
20250912_151210.864510,2.0179712772369385,0.1313728541135788,2.9574787616729736
20250912_151210.884586,2.017908811569214,0.13134866952896118,2.957486152648926
20250912_151210.885940,2.0179567337036133,0.13132387399673462,2.9574942588806152
20250912_151210.894513,2.017822265625,0.13148826360702515,2.9574456214904785
20250912_151210.914600,2.017955780029297,0.131340891122818,2.957500696182251
20250912_151210.924875,2.0179247856140137,0.1313619613647461,2.9575228691101074
20250912_151210.926211,2.0178492069244385,0.1313818246126175,2.9574778079986572
20250912_151210.944881,2.0177292823791504,0.1315089762210846,2.957514762878418
20250912_151210.954880,2.0177202224731445,0.13146933913230896,2.9575603008270264
20250912_151210.957395,2.0177130699157715,0.13127514719963074,2.9577834606170654
20250912_151210.964669,2.0177130699157715,0.13121339678764343,2.9578497409820557
20250912_151210.974870,2.017631769180298,0.13127648830413818,2.9578609466552734
20250912_151210.984072,2.0175437927246094,0.13152363896369934,2.957700490951538
20250912_151210.994508,2.017636299133301,0.13147921860218048,2.957794189453125
20250912_151211.004713,2.017681837081909,0.13156835734844208,2.9577929973602295
20250912_151211.014658,2.0176708698272705,0.1319311559200287,2.9577524662017822
20250912_151211.024498,2.0179624557495117,0.13225241005420685,2.9577441215515137
20250912_151211.035168,2.018165349960327,0.13275915384292603,2.9577934741973877
20250912_151211.044648,2.0184531211853027,0.13348352909088135,2.9577648639678955
20250912_151211.054663,2.018625020980835,0.13435956835746765,2.957702398300171
20250912_151211.064260,2.018617868423462,0.1355748027563095,2.9574825763702393
20250912_151211.074417,2.018993377685547,0.1363438367843628,2.957521677017212
20250912_151211.094502,2.01908802986145,0.1378730833530426,2.9573252201080322
20250912_151211.095921,2.019205331802368,0.13928227126598358,2.957301139831543
20250912_151211.104418,2.0195419788360596,0.14085429906845093,2.957045793533325
20250912_151211.115143,2.0197441577911377,0.14295391738414764,2.956860065460205
20250912_151211.134870,2.019979238510132,0.14519549906253815,2.95660138130188
20250912_151211.145402,2.020435094833374,0.1470198780298233,2.95627760887146
20250912_151211.146762,2.020709991455078,0.14979062974452972,2.956210136413574
20250912_151211.164788,2.0207324028015137,0.15279313921928406,2.9558145999908447
20250912_151211.165592,2.0212039947509766,0.15539352595806122,2.9555604457855225
20250912_151211.175510,2.0217723846435547,0.1581025868654251,2.955066442489624
20250912_151211.184838,2.021752119064331,0.161817267537117,2.9544870853424072
20250912_151211.194522,2.022400379180908,0.16494785249233246,2.9540345668792725
20250912_151211.204537,2.0229573249816895,0.16833801567554474,2.953643798828125
20250912_151211.213999,2.023153066635132,0.17205677926540375,2.9531376361846924
20250912_151211.224106,2.023658514022827,0.17591847479343414,2.9525880813598633
20250912_151211.234101,2.0244216918945312,0.17963117361068726,2.9521026611328125
20250912_151211.244415,2.025005578994751,0.18376204371452332,2.9514923095703125
20250912_151211.254602,2.02557635307312,0.18778571486473083,2.9509782791137695
20250912_151211.264251,2.0262632369995117,0.1921212524175644,2.9501116275787354
20250912_151211.274517,2.0268802642822266,0.19670677185058594,2.949530601501465
20250912_151211.284708,2.027541160583496,0.2010335624217987,2.9488108158111572
20250912_151211.294018,2.0281949043273926,0.20579040050506592,2.9479682445526123
20250912_151211.313936,2.0288801193237305,0.2103470116853714,2.947105884552002
20250912_151211.324419,2.0294761657714844,0.2154289335012436,2.946523427963257
20250912_151211.326284,2.030155658721924,0.22022970020771027,2.945587158203125
