Timestamp,Cur_CF1_X,Cur_CF1_Y,Cur_CF1_Z,Cur_CF2_X,Cur_CF2_Y,Cur_CF2_Z,Cur_Cluster_X,Cur_Cluster_Y,Cur_Cluster_Z,Cur_Alpha,Cur_Beta,Cur_Phi1,Cur_Phi2,Cur_P,Des_Cluster_X,Des_Cluster_Y,Des_Cluster_Z,Des_Alpha,Des_Beta,Des_Phi1,Des_Phi2,Des_P,Des_CF1_X,Des_CF1_Y,Des_CF1_Z,Safe_CF1_X,Safe_CF1_Y,Safe_CF1_Z,Des_CF2_X,Des_CF2_Y,Des_CF2_Z,Safe_CF2_X,Safe_CF2_Y,Safe_CF2_Z
2025-07-04 12:49:16.984426,1.0164904594421387,0.09565693885087967,0.9694576263427734,2.0305275917053223,0.09876856207847595,1.0051565170288086,1.5235090255737305,0.09721275046467781,0.987307071685791,1.5356061424930032,0.0030666402062025054,1.5356061424930032,1.5356061424930032,1.0146700934805684,1.5,1.0,1,1.5707963267948966,0,0,0,1,0.9996790115022436,1.0000224890368914,1.0002543166136466,1.5,1.0,1.0,2.0003209884977564,0.9999775109631086,0.9997494692557494,1.5,1.0,1.5
2025-07-04 12:49:17.084967,1.0167298316955566,0.09581127762794495,0.9692683219909668,2.030153512954712,0.1015070378780365,1.004642128944397,1.5234416723251343,0.09865915775299072,0.9869552254676819,1.5359052423496826,0.005616835160597594,1.5359052423496826,1.5359052423496826,1.0140568552305453,1.5,1.0,1,1.5707963267948966,0,0,0,1,0.9996790968769036,1.0000394473626102,1.0002408863786232,1.5,1.0,1.0,2.0003209031230966,0.9999605526373899,0.9997625600226707,1.5,1.0,1.5
2025-07-04 12:49:17.185964,1.0165681838989258,0.09582270681858063,0.9694430232048035,2.030402183532715,0.10064489394426346,1.0048855543136597,1.5234851837158203,0.09823380038142204,0.9871642887592316,1.5358516481843907,0.004753447674440236,1.5358516481843907,1.5358516481843907,1.0144647876163682,1.5,1.0,1,1.5707963267948966,0,0,0,1,0.9996801789937014,1.0000343605162687,1.0002487200092096,1.5,1.0,1.0,2.0003198210062987,0.9999656394837313,0.999754934944485,1.5,1.0,1.5
2025-07-04 12:49:17.286615,1.0165449380874634,0.0957157164812088,0.9694048166275024,2.030651092529297,0.0988202765583992,1.0051313638687134,1.5235980153083801,0.097267996519804,0.9872680902481079,1.535581297559143,0.003059468283595777,1.535581297559143,1.535581297559143,1.0147400243155165,1.5,1.0,1,1.5707963267948966,0,0,0,1,0.9996785292578949,1.0000225434399739,1.0002557531983838,1.5,1.0,1.0,2.000321470742105,0.9999774565600261,0.9997480715481518,1.5,1.0,1.5
2025-07-04 12:49:17.387387,1.0165765285491943,0.0958128497004509,0.9694043397903442,2.030381679534912,0.10064871609210968,1.0048519372940063,1.5234791040420532,0.09823078289628029,0.9871281385421753,1.5358456633108992,0.004767066388235706,1.5358456633108992,1.5358456633108992,1.014436199047389,1.5,1.0,1,1.5707963267948966,0,0,0,1,0.9996800559492219,1.0000343907134934,1.0002482440950544,1.5,1.0,1.0,2.000319944050778,0.9999656092865065,0.9997553970484446,1.5,1.0,1.5
2025-07-04 12:49:17.487494,1.0166536569595337,0.09571823477745056,0.9692677855491638,2.029963731765747,0.10243626683950424,1.004773736000061,1.5233086943626404,0.0990772508084774,0.9870207607746124,1.5357710852985236,0.0066256259299198985,1.5357710852985236,1.5357710852985236,1.0139541962909282,1.5,1.0,1,1.5707963267948966,0,0,0,1,0.9996735843135857,1.0000461781516303,1.000239688968168,0.8194663273404881,1.0283330156412693,1.5997740381352021,2.0003264156864144,0.9999538218483697,0.9997637203102225,2.180533672659512,0.9716669843587308,0.7560929387215993
2025-07-04 12:49:17.587589,1.016623616218567,0.09591939300298691,0.9693970084190369,2.0303688049316406,0.10161665081977844,1.0045149326324463,1.5234962105751038,0.09876802191138268,0.9869559705257416,1.5361684075385418,0.005616581541737732,1.5361684075385418,1.5361684075385418,1.0143692793980874,1.5,1.0,1,1.5707963267948966,0,0,0,1,0.9996836047059476,1.0000403229482204,1.0002447368757479,0.8194663273404881,1.0283330156412693,1.5997740381352021,2.0003163952940524,0.9999596770517795,0.9997588372739008,2.180533672659512,0.9716669843587308,0.7560929387215993
2025-07-04 12:49:17.688459,1.016574501991272,0.09561201930046082,0.9692824482917786,2.0304882526397705,0.09870747476816177,1.005159854888916,1.5235313773155212,0.0971597470343113,0.9872211515903473,1.535426016702921,0.0030510581101938976,1.535426016702921,1.535426016702921,1.0145530365154867,1.5,1.0,1,1.5707963267948966,0,0,0,1,0.9996758411325937,1.0000221962430202,1.000253414197943,0.9996819433015289,1.0000394919085258,1.0002426094243428,2.0003241588674063,0.9999778037569798,0.9997503305580966,2.0003180566984713,0.9999605080914742,0.9997608964984448
2025-07-04 12:49:17.788877,1.01663076877594,0.09587044268846512,0.9693647027015686,2.0297598838806152,0.1034400463104248,1.0049036741256714,1.5231953263282776,0.09965524449944496,0.98713418841362,1.5357322813578025,0.007466777956253218,1.5357322813578025,1.5357322813578025,1.013780509411016,1.5,1.0,1,1.5707963267948966,0,0,0,1,0.999669956932334,1.0000513771858945,1.0002365987993531,0.9996819433015289,1.0000394919085258,1.0002426094243428,2.000330043067666,0.9999486228141056,0.999766729799546,2.0003180566984713,0.9999605080914742,0.9997608964984448
2025-07-04 12:49:17.895154,1.0166977643966675,0.09585894644260406,0.9692409038543701,2.0298194885253906,0.1010129302740097,1.0049159526824951,1.523258626461029,0.09843593835830688,0.9870784282684326,1.535597876511645,0.005084035753189133,1.535597876511645,1.535597876511645,1.0137627437225043,1.5,1.0,1,1.5707963267948966,0,0,0,1,0.999675211967079,1.0000349627869594,1.0002376651239562,0.9996819433015289,1.0000394919085258,1.0002426094243428,2.000324788032921,0.9999650372130408,0.9997656676687312,2.0003180566984713,0.9999605080914742,0.9997608964984448
2025-07-04 12:49:17.996215,1.0165386199951172,0.09571963548660278,0.9693740606307983,2.030402898788452,0.10058964043855667,1.0048575401306152,1.5234707593917847,0.09815463796257973,0.9871158003807068,1.5358123518804054,0.00480043317922389,1.5358123518804054,1.5358123518804054,1.0144967077712845,1.5,1.0,1,1.5707963267948966,0,0,0,1,0.9996793374314893,1.0000347764006263,1.0002495494679955,0.9996760647565478,1.0000335743335533,1.000245575051173,2.0003206625685106,0.9999652235993736,0.9997541257603815,2.0003239352434523,0.9999664256664468,0.9997579723561651
