timestamp,cur_x,cur_y,cur_z,thrust
0.0027947425842285156,0.0,0.0,0.0,54302
0.008266448974609375,0.0,0.0,0.0,54199
0.013541698455810547,0.0,0.0,0.0,54244
0.01983165740966797,0.0,0.0,0.0,54280
0.02549576759338379,0.0,0.0,0.0,54376
0.03057241439819336,0.0,0.0,0.0,54278
0.036184072494506836,0.0,0.0,0.0,54270
0.04209327697753906,0.0,0.0,0.0,54269
0.04803824424743652,0.0,0.0,0.0,54277
0.05425429344177246,0.0,0.0,0.0,54357
0.060010671615600586,0.0,0.0,0.0,54426
0.0656888484954834,0.0,0.0,0.0,54286
0.0708308219909668,0.0,0.0,0.0,54353
0.07645225524902344,0.0,0.0,0.0,54368
0.08290362358093262,0.0,0.0,0.0,54345
0.08970069885253906,0.0,0.0,0.0,54425
0.09643030166625977,0.0,0.0,0.0,54431
0.10280728340148926,0.0,0.0,0.0,54381
0.10930371284484863,0.0,0.0,0.0,54390
0.11838817596435547,0.0,0.0,0.0,54476
0.12466716766357422,0.0,0.0,0.0,54284
0.13328790664672852,0.0,0.0,0.0,54400
0.13902831077575684,0.0,0.0,0.0,54491
0.15081501007080078,0.0,0.0,0.0,54350
0.16637158393859863,0.0,0.0,0.0,54592
0.18387579917907715,0.0,0.0,0.0,54317
0.19172453880310059,0.0,0.0,0.0,54241
0.2003464698791504,0.0,0.0,0.0,54682
0.20697665214538574,0.0,0.0,0.0,54569
0.2173750400543213,0.0,0.0,0.0,54264
0.22373676300048828,0.0,0.0,0.0,54752
0.2326667308807373,0.0,0.0,0.0,53849
0.23876595497131348,0.0,0.0,0.0,54496
0.24756789207458496,0.0,0.0,0.0,54153
0.25763678550720215,0.0,0.0,0.0,54084
0.26371073722839355,0.0,0.0,0.0,54295
0.28301358222961426,0.0,0.0,0.0,54012
0.29198646545410156,0.0,0.0,0.0,53891
0.29779052734375,0.0,0.0,0.0,53648
0.3061940670013428,0.0,0.0,0.0,53494
0.31295323371887207,0.0,0.0,0.0,53907
0.3229649066925049,0.0,0.0,0.0,52963
0.333057165145874,0.0,0.0,0.0,52854
0.3435039520263672,0.0,0.0,0.0,53575
0.3531153202056885,0.0,0.0,0.0,52642
0.36499595642089844,0.0,0.0,0.0,52779
0.373258113861084,0.0,0.0,0.0,52651
0.3839607238769531,0.0,0.0,0.0,50116
0.39366984367370605,0.0,0.0,0.0,54633
0.4031982421875,0.0,0.0,0.0,49667
0.4172208309173584,0.0,0.0,0.0,51797
