x,z,y,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
2.0,3.0,0.0,2.030822363554263,0.045242479341287195,2.9506668357288137,3.885532489944907,0.9534699277550567,-0.9629116183402492,7.505923389923515e-05,0.00012131447321466049,4.8374286999771796e-05,0.06325702148410389,0.15992610076132452,0.1877601314103684
