x,z,y,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
2.5,4.0,0.5,2.5523204723993937,0.4925035079904631,3.940597668348574,2.0670627622043387,-2.011365053700466,-2.30496568960302,2.7099775122489722e-05,7.908823061824715e-05,3.5417714214319884e-05,0.025556714023056103,0.10878492195663278,0.1258806653549798
