x,z,y,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
1,1,0,0.9897392095589056,0.08656288292713277,1.1366255178684141,82.11481641443764,178.34774039663918,176.24892086866424,9.6610039905543e-05,0.00016500882004291627,4.065881329994626e-05,0.011959593077957052,0.3447517203611921,0.3610192777618491
