x,y,z,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
1,0,1,1.0217177675991524,0.07768900321751102,1.1088010633864054,-15.0,2.0,-0.34268602859228847,0.0001079586008841961,0.00016740494436131244,0.0001374502341994586,0.0,0.0,0.10121854199269373
