x,z,y,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
1,1,0,0.9854593336582184,0.08482609325792727,1.1400761328092435,-94.66884691191882,2.8428733843128855,-0.8220645836474965,0.00013259279117702015,0.00046700649165795557,0.00011821213704809274,0.19122880168889744,1.2450183656479352,0.6436524786296665
