mean_x,mean_y,mean_z,mean_yaw,"mean_pitch, mean_roll",std_x,std_y,std_z,std_yaw,std_pitch,std_roll
0.24045974386901386,0.08191247691468491,0.2815226241582777,-1.0006345721279704,2.0,2.269440832370665,0.0004740234236725026,0.0006102800646662369,0.00016357992258816517,0.6938165963655006,0.0,0.5009677274727353
