time_s,x,y,z,yaw,pitch,roll
20250807_155708,0.03983616828918457,1.131443738937378,4.999998569488525,1.29552161693573,-0.09677872806787491,-1.8021178245544434
20250807_155708,0.03978399932384491,1.1314365863800049,4.999986171722412,1.3056515455245972,-0.06745492666959763,-1.787386417388916
20250807_155708,0.039847176522016525,1.131420373916626,4.999998569488525,1.2936815023422241,-0.08599801361560822,-1.7722545862197876
20250807_155708,0.03979113698005676,1.1314669847488403,4.999999046325684,1.3056554794311523,-0.08760161697864532,-1.7840361595153809
20250807_155708,0.039809100329875946,1.1314634084701538,4.999997138977051,1.3092355728149414,-0.09789764136075974,-1.7781751155853271
20250807_155708,0.039810072630643845,1.131381630897522,4.999988555908203,1.298427939414978,-0.08634127676486969,-1.7652812004089355
20250807_155708,0.03979083150625229,1.1314213275909424,4.999983310699463,1.3104804754257202,-0.07875379920005798,-1.766575813293457
20250807_155708,0.0398535393178463,1.1314460039138794,4.999995708465576,1.3020880222320557,-0.0852290615439415,-1.7898284196853638
20250807_155708,0.03979485481977463,1.1314492225646973,4.999992847442627,1.3048921823501587,-0.1084839254617691,-1.7753100395202637
20250807_155708,0.0398249588906765,1.1314090490341187,4.999992847442627,1.3137953281402588,-0.09852974116802216,-1.777518630027771
20250807_155708,0.03980718180537224,1.1314117908477783,5.00000524520874,1.29195237159729,-0.08321630209684372,-1.7754135131835938
20250807_155708,0.039790526032447815,1.131454348564148,4.999985218048096,1.30979323387146,-0.09729054570198059,-1.784584879875183
20250807_155708,0.03985385596752167,1.1313886642456055,4.999960899353027,1.3067654371261597,-0.08437056839466095,-1.8003406524658203
20250807_155708,0.03978295624256134,1.1313899755477905,4.999975204467773,1.307376503944397,-0.10229509323835373,-1.7708162069320679
20250807_155708,0.03985327109694481,1.1314454078674316,4.999992370605469,1.3003617525100708,-0.07428520917892456,-1.7960947751998901
20250807_155708,0.03979349508881569,1.1314833164215088,4.999995708465576,1.2963999509811401,-0.08769287168979645,-1.7672382593154907
20250807_155708,0.039803460240364075,1.1314727067947388,5.000004291534424,1.3105521202087402,-0.08708900958299637,-1.792420506477356
20250807_155708,0.039846763014793396,1.13142728805542,5.000011444091797,1.2948822975158691,-0.0839122012257576,-1.7663580179214478
20250807_155708,0.039774347096681595,1.1314066648483276,5.00000524520874,1.299451231956482,-0.09690167009830475,-1.7664191722869873
20250807_155708,0.039850715547800064,1.13140869140625,4.9999823570251465,1.3032691478729248,-0.07653815299272537,-1.8063948154449463
20250807_155708,0.039780158549547195,1.1314446926116943,4.99997615814209,1.312765121459961,-0.10246092826128006,-1.802932858467102
20250807_155708,0.03982723131775856,1.1314053535461426,4.999984264373779,1.3175653219223022,-0.08094866573810577,-1.8136265277862549
20250807_155708,0.0398261733353138,1.13139808177948,4.999992370605469,1.2997159957885742,-0.07084981352090836,-1.7852684259414673
20250807_155708,0.039785291999578476,1.1314483880996704,4.999986171722412,1.3011058568954468,-0.08088337630033493,-1.7699280977249146
20250807_155708,0.03985488787293434,1.1314789056777954,4.999977111816406,1.2964907884597778,-0.08333037793636322,-1.7748695611953735
20250807_155708,0.03978854417800903,1.1314493417739868,4.999971866607666,1.3048495054244995,-0.09478753805160522,-1.8009213209152222
20250807_155708,0.03982962295413017,1.1313848495483398,5.000006675720215,1.3057866096496582,-0.07068696618080139,-1.7727657556533813
20250807_155708,0.039807289838790894,1.1314207315444946,5.000018119812012,1.2945417165756226,-0.10482332110404968,-1.7539777755737305
20250807_155708,0.039808280766010284,1.131468653678894,4.999990463256836,1.3058934211730957,-0.0959402322769165,-1.803917646408081
20250807_155708,0.03985021263360977,1.1314458847045898,4.999975204467773,1.2928013801574707,-0.09231837093830109,-1.7934502363204956
