time_s,x,y,z,yaw,pitch,roll
20250807_155430,0.004071855917572975,1.0608139038085938,0.012720543891191483,-2.3220698833465576,0.3667125701904297,-0.5657665729522705
20250807_155430,0.004177691414952278,1.0609551668167114,0.012719027698040009,-2.3337934017181396,0.380261093378067,-0.5490689277648926
20250807_155430,0.004229469690471888,1.0610283613204956,0.012701134197413921,-2.3392863273620605,0.3803562521934509,-0.5379077792167664
20250807_155430,0.004218334797769785,1.0610904693603516,0.012686444446444511,-2.3449478149414062,0.4158979654312134,-0.4949522614479065
20250807_155430,0.004258499480783939,1.0611159801483154,0.012643727473914623,-2.3421075344085693,0.40504297614097595,-0.525547206401825
20250807_155430,0.004192784428596497,1.061044692993164,0.012666900642216206,-2.3350868225097656,0.41236209869384766,-0.547662079334259
20250807_155430,0.004137673880904913,1.060863733291626,0.012693408876657486,-2.326136589050293,0.3969991207122803,-0.5761051774024963
20250807_155430,0.004113298840820789,1.060831904411316,0.012728309258818626,-2.3297603130340576,0.3704398274421692,-0.5666314959526062
20250807_155430,0.004108646418899298,1.0609122514724731,0.012729271315038204,-2.3326263427734375,0.38849034905433655,-0.5495681762695312
20250807_155430,0.004238713067024946,1.0610600709915161,0.012694871053099632,-2.3427982330322266,0.37905529141426086,-0.5020718574523926
20250807_155430,0.004260258283466101,1.0612057447433472,0.012672404758632183,-2.3473153114318848,0.428270548582077,-0.5049355030059814
20250807_155430,0.004220745991915464,1.0611014366149902,0.012660867534577847,-2.337374210357666,0.40606123208999634,-0.5203342437744141
20250807_155430,0.0041663069278001785,1.060943841934204,0.012680286541581154,-2.32606840133667,0.3920697867870331,-0.5518649816513062
20250807_155430,0.004143082536756992,1.0609008073806763,0.012694409117102623,-2.331730604171753,0.40206727385520935,-0.5350654721260071
20250807_155430,0.00415732292458415,1.0609103441238403,0.012706179171800613,-2.3342862129211426,0.38622814416885376,-0.542502760887146
20250807_155430,0.00413451949134469,1.0609298944473267,0.012726849876344204,-2.329963207244873,0.3944507837295532,-0.5356584787368774
20250807_155430,0.004153532441705465,1.0609465837478638,0.012712170369923115,-2.329559087753296,0.38647812604904175,-0.5381009578704834
20250807_155430,0.004222347866743803,1.0611170530319214,0.012683592736721039,-2.3427114486694336,0.40920335054397583,-0.5374069809913635
20250807_155430,0.0042463624849915504,1.0611650943756104,0.012657866813242435,-2.332735061645508,0.40980085730552673,-0.5172326564788818
20250807_155430,0.004243968054652214,1.0610628128051758,0.012662841007113457,-2.341447353363037,0.41212838888168335,-0.5197266340255737
20250807_155430,0.004156483802944422,1.0609558820724487,0.012677924707531929,-2.331484317779541,0.4115491509437561,-0.5571098327636719
20250807_155430,0.004133935552090406,1.060890555381775,0.012708093971014023,-2.3240458965301514,0.37612128257751465,-0.5463252067565918
20250807_155430,0.004093999974429607,1.060835361480713,0.012730026617646217,-2.3303768634796143,0.37312665581703186,-0.565052330493927
20250807_155430,0.004142069257795811,1.0608562231063843,0.012722428888082504,-2.330853223800659,0.3828064799308777,-0.5596683621406555
20250807_155430,0.0042290338315069675,1.0610814094543457,0.01267707534134388,-2.3471004962921143,0.3923201858997345,-0.5409579277038574
20250807_155430,0.004289080388844013,1.0612777471542358,0.012652243487536907,-2.351637363433838,0.40442684292793274,-0.5155458450317383
20250807_155430,0.0042733196169137955,1.061188817024231,0.012658989056944847,-2.333777666091919,0.4227468967437744,-0.5097320675849915
20250807_155430,0.004149580840021372,1.0609585046768188,0.012695543467998505,-2.336200475692749,0.38141903281211853,-0.5269899368286133
20250807_155430,0.004087953362613916,1.060788631439209,0.012722081504762173,-2.3249855041503906,0.36683738231658936,-0.5718511939048767
20250807_155430,0.004123990423977375,1.0607720613479614,0.012732761912047863,-2.324254274368286,0.35251182317733765,-0.5595712661743164
20250807_155430,0.004141850862652063,1.0609376430511475,0.0126820532605052,-2.318507432937622,0.4209531843662262,-0.5263963341712952
20250807_155430,0.004224907141178846,1.0611205101013184,0.01267746277153492,-2.340485095977783,0.4076921343803406,-0.5320009589195251
20250807_155430,0.004255251027643681,1.0611871480941772,0.01267065480351448,-2.338484048843384,0.4092707633972168,-0.49087080359458923
20250807_155430,0.004224262200295925,1.0611177682876587,0.012677932158112526,-2.3417816162109375,0.4325065612792969,-0.532354474067688
20250807_155430,0.004189401399344206,1.0609902143478394,0.012700436636805534,-2.333282709121704,0.4037889838218689,-0.53230881690979
20250807_155430,0.004104032646864653,1.0608634948730469,0.01271603349596262,-2.3271632194519043,0.3650650978088379,-0.5525815486907959
20250807_155430,0.004115758929401636,1.0607852935791016,0.012727543711662292,-2.321640729904175,0.3633881211280823,-0.5665596723556519
20250807_155430,0.004160081036388874,1.0609184503555298,0.01267796941101551,-2.3274519443511963,0.41691845655441284,-0.5241512656211853
20250807_155430,0.004257387947291136,1.06110680103302,0.012652571313083172,-2.339714765548706,0.4207724630832672,-0.5045528411865234
20250807_155430,0.004284744616597891,1.061165690422058,0.012647682800889015,-2.3362910747528076,0.4131309390068054,-0.5050593018531799
20250807_155430,0.0041900500655174255,1.0610837936401367,0.012697629630565643,-2.335343837738037,0.3969268500804901,-0.5209258794784546
20250807_155430,0.004144077189266682,1.0609557628631592,0.01271724607795477,-2.32859468460083,0.3826793432235718,-0.5463839769363403
20250807_155430,0.004121528938412666,1.0609331130981445,0.012728085741400719,-2.3323678970336914,0.37268152832984924,-0.5396994948387146
20250807_155430,0.004151311703026295,1.0608909130096436,0.01271576527506113,-2.3362526893615723,0.37753233313560486,-0.5211181044578552
20250807_155430,0.0041703819297254086,1.0608991384506226,0.012684071436524391,-2.3230392932891846,0.3974272310733795,-0.5529090762138367
20250807_155430,0.004222044255584478,1.0610899925231934,0.012650561518967152,-2.3314898014068604,0.46159690618515015,-0.5376573204994202
20250807_155430,0.004261886700987816,1.0611190795898438,0.012636436149477959,-2.3405866622924805,0.42943713068962097,-0.5130066275596619
20250807_155430,0.004181756637990475,1.0610095262527466,0.012675372883677483,-2.330152988433838,0.42093050479888916,-0.5388932824134827
20250807_155430,0.004110179841518402,1.0608493089675903,0.012731578201055527,-2.3191092014312744,0.3783908486366272,-0.5704392790794373
20250807_155430,0.004118830431252718,1.060902714729309,0.012751441448926926,-2.3228986263275146,0.36468634009361267,-0.5442532300949097
20250807_155430,0.004186676815152168,1.0610665082931519,0.012713031843304634,-2.339707851409912,0.3950076401233673,-0.504267692565918
20250807_155430,0.004285220522433519,1.0611653327941895,0.012676533311605453,-2.3482139110565186,0.3906247019767761,-0.5139420628547668
20250807_155430,0.004228128120303154,1.0611048936843872,0.012643157504498959,-2.338400363922119,0.4153189957141876,-0.51166170835495
20250807_155430,0.00417254539206624,1.0609242916107178,0.01265865471214056,-2.3265013694763184,0.4150642454624176,-0.5576046705245972
20250807_155430,0.0041372571140527725,1.060892105102539,0.012693360447883606,-2.3194141387939453,0.3781627118587494,-0.5535205006599426
20250807_155430,0.00411207927390933,1.0608969926834106,0.012720310129225254,-2.3257458209991455,0.3818768262863159,-0.544829249382019
20250807_155430,0.004164800979197025,1.060951828956604,0.012736383825540543,-2.3344168663024902,0.3901430070400238,-0.5510838627815247
20250807_155430,0.004179537296295166,1.0610216856002808,0.012707267887890339,-2.3314404487609863,0.3737868666648865,-0.5428814888000488
20250807_155430,0.00427890894934535,1.0611848831176758,0.012663759291172028,-2.3388309478759766,0.4239687919616699,-0.5106415152549744
20250807_155430,0.004270423669368029,1.061169981956482,0.012645813636481762,-2.338524341583252,0.4226064085960388,-0.5122355818748474
20250807_155430,0.004172930959612131,1.0609674453735352,0.012680734507739544,-2.322831153869629,0.39611634612083435,-0.5270839929580688
20250807_155430,0.004103135317564011,1.0607763528823853,0.012706447392702103,-2.3171226978302,0.37287813425064087,-0.578746497631073
20250807_155430,0.004073658958077431,1.0608365535736084,0.012732991948723793,-2.3151447772979736,0.3755325973033905,-0.5673094987869263
20250807_155430,0.004146937280893326,1.0609554052352905,0.012724719010293484,-2.3260154724121094,0.38218384981155396,-0.5446282625198364
20250807_155430,0.004221789073199034,1.0610846281051636,0.012672090902924538,-2.3380298614501953,0.4058496356010437,-0.5120821595191956
20250807_155430,0.004258885979652405,1.0611941814422607,0.012674132362008095,-2.3372199535369873,0.40471139550209045,-0.5121113061904907
20250807_155430,0.004286982584744692,1.0611133575439453,0.012662888504564762,-2.3446333408355713,0.42509275674819946,-0.5371924042701721
20250807_155430,0.004174908623099327,1.060991883277893,0.01269577257335186,-2.32568621635437,0.4058630168437958,-0.5203614830970764
20250807_155430,0.004113500006496906,1.0608317852020264,0.012706524692475796,-2.3224782943725586,0.3809446394443512,-0.5773336887359619
20250807_155430,0.004099478013813496,1.0608198642730713,0.012713114731013775,-2.311703681945801,0.36707523465156555,-0.5556024312973022
20250807_155430,0.004127356689423323,1.0609318017959595,0.012707661837339401,-2.32486891746521,0.39637109637260437,-0.5479040741920471
20250807_155430,0.004256230313330889,1.0610630512237549,0.012672679498791695,-2.336524248123169,0.38887572288513184,-0.5221853852272034
20250807_155430,0.004271363839507103,1.0612612962722778,0.012666618451476097,-2.3377418518066406,0.43022456765174866,-0.509054958820343
20250807_155430,0.004276489373296499,1.061210036277771,0.01265803538262844,-2.3336424827575684,0.40333452820777893,-0.49085167050361633
20250807_155430,0.004183541052043438,1.0610291957855225,0.012692086398601532,-2.330845594406128,0.3939150273799896,-0.5389410257339478
20250807_155430,0.0041107614524662495,1.0608439445495605,0.012701361440122128,-2.319938898086548,0.36898335814476013,-0.5479073524475098
20250807_155430,0.004079184960573912,1.0607236623764038,0.01271837018430233,-2.313308000564575,0.36177825927734375,-0.565982460975647
20250807_155430,0.00407556165009737,1.0607585906982422,0.01271162461489439,-2.321603775024414,0.37874963879585266,-0.571506142616272
20250807_155430,0.004207662306725979,1.061012864112854,0.012670558877289295,-2.3259074687957764,0.40057575702667236,-0.5589834451675415
20250807_155430,0.004332267679274082,1.0613597631454468,0.012661019340157509,-2.3344566822052,0.4231795072555542,-0.5017163753509521
20250807_155430,0.0043037524446845055,1.0613247156143188,0.01266816258430481,-2.340566396713257,0.4229617714881897,-0.4922451972961426
20250807_155430,0.004188369028270245,1.0610158443450928,0.0127117820084095,-2.3282203674316406,0.3656112253665924,-0.5295765995979309
20250807_155430,0.004056922625750303,1.0607398748397827,0.01274204719811678,-2.3114142417907715,0.36191731691360474,-0.5695569515228271
20250807_155430,0.004078185651451349,1.0607421398162842,0.012712310999631882,-2.3110251426696777,0.35744306445121765,-0.5622910857200623
20250807_155430,0.004151721950620413,1.0608758926391602,0.012684676796197891,-2.3180489540100098,0.4105795621871948,-0.5589168071746826
20250807_155430,0.004225658252835274,1.0611270666122437,0.012641623616218567,-2.3317129611968994,0.4259558320045471,-0.5141623616218567
20250807_155430,0.004345972556620836,1.0612982511520386,0.012646404094994068,-2.3451521396636963,0.4229833483695984,-0.4756806194782257
20250807_155430,0.004252693150192499,1.0612339973449707,0.012664755806326866,-2.335153579711914,0.4523265063762665,-0.49588799476623535
20250807_155430,0.004132215864956379,1.0609012842178345,0.012723036110401154,-2.3253333568573,0.38498151302337646,-0.5277997851371765
20250807_155430,0.004036049358546734,1.0607198476791382,0.012755027040839195,-2.3152170181274414,0.3543691635131836,-0.569705069065094
20250807_155430,0.004084521438926458,1.0608158111572266,0.012719406746327877,-2.311164140701294,0.3562200963497162,-0.5427353978157043
20250807_155430,0.004250945523381233,1.0610464811325073,0.012671230360865593,-2.328640937805176,0.4056495726108551,-0.5236501693725586
20250807_155430,0.0043020895682275295,1.0612505674362183,0.012626796029508114,-2.338352918624878,0.46443474292755127,-0.5248458385467529
20250807_155430,0.004296987317502499,1.0612252950668335,0.012652317062020302,-2.3401992321014404,0.4476344883441925,-0.5187469720840454
20250807_155430,0.004157821647822857,1.0609735250473022,0.012681212276220322,-2.3277721405029297,0.3881579637527466,-0.5379812717437744
20250807_155430,0.00408824160695076,1.0607924461364746,0.012743235565721989,-2.3146543502807617,0.36073729395866394,-0.5692988038063049
20250807_155430,0.00408980855718255,1.0608174800872803,0.012721167877316475,-2.3178515434265137,0.3622130751609802,-0.5485132932662964
20250807_155430,0.004150081425905228,1.0609849691390991,0.01271588634699583,-2.3196518421173096,0.3998730480670929,-0.5660742521286011
20250807_155430,0.00428547989577055,1.0611238479614258,0.012662711553275585,-2.337545394897461,0.431064635515213,-0.4847344756126404
20250807_155430,0.004281915724277496,1.0612497329711914,0.012644626200199127,-2.3412930965423584,0.42052170634269714,-0.49800214171409607
20250807_155431,0.004261342342942953,1.0611296892166138,0.012659304775297642,-2.337519884109497,0.4105444550514221,-0.5101029276847839
20250807_155431,0.00412655808031559,1.0608309507369995,0.012708566151559353,-2.317692279815674,0.36572661995887756,-0.5650307536125183
20250807_155431,0.004021902102977037,1.0606929063796997,0.012745837680995464,-2.3108975887298584,0.3573916256427765,-0.5723512768745422
20250807_155431,0.004141116514801979,1.0608307123184204,0.012722562998533249,-2.325446605682373,0.37209445238113403,-0.545509397983551
20250807_155431,0.004231083206832409,1.0611686706542969,0.0127010028809309,-2.3379056453704834,0.4072023034095764,-0.5014970898628235
20250807_155431,0.004289853852242231,1.0612492561340332,0.012654994614422321,-2.3374826908111572,0.429453581571579,-0.5123204588890076
20250807_155431,0.004253136459738016,1.0611764192581177,0.012647511437535286,-2.3215863704681396,0.43775516748428345,-0.543000340461731
20250807_155431,0.004162236116826534,1.060998558998108,0.012673290446400642,-2.313232421875,0.4196997284889221,-0.5638649463653564
20250807_155431,0.004158688243478537,1.0608091354370117,0.012676642276346684,-2.3185603618621826,0.3995046615600586,-0.5616458654403687
20250807_155431,0.004093983210623264,1.0608561038970947,0.012721466831862926,-2.309983253479004,0.3710964322090149,-0.5578294396400452
20250807_155431,0.004152118228375912,1.0609040260314941,0.012717464938759804,-2.319089889526367,0.3850042521953583,-0.5575831532478333
20250807_155431,0.004224333446472883,1.0610839128494263,0.01270686462521553,-2.324408531188965,0.406536728143692,-0.5322304368019104
20250807_155431,0.004233764484524727,1.0611382722854614,0.01266479305922985,-2.3314356803894043,0.39549583196640015,-0.5142600536346436
20250807_155431,0.004263746086508036,1.061147689819336,0.012663064524531364,-2.331408739089966,0.4180609881877899,-0.5077592730522156
20250807_155431,0.004194331355392933,1.0610476732254028,0.01267297938466072,-2.3219478130340576,0.4095615744590759,-0.524827778339386
20250807_155431,0.004164799116551876,1.0609403848648071,0.01268757600337267,-2.3235855102539062,0.41348206996917725,-0.562416672706604
20250807_155431,0.004123592749238014,1.0608826875686646,0.012712397612631321,-2.3208539485931396,0.38637179136276245,-0.5526226162910461
20250807_155431,0.004109640140086412,1.0608001947402954,0.012713645584881306,-2.3112294673919678,0.38233447074890137,-0.5632345676422119
20250807_155431,0.004141979850828648,1.0608148574829102,0.012692023999989033,-2.306519031524658,0.38264158368110657,-0.5796529650688171
20250807_155431,0.00422701146453619,1.061057448387146,0.01265859603881836,-2.3266141414642334,0.40764936804771423,-0.5380352139472961
20250807_155431,0.004324469715356827,1.0613183975219727,0.012655572965741158,-2.336498737335205,0.4242458641529083,-0.5076597929000854
20250807_155431,0.004309357143938541,1.0613287687301636,0.01268692035228014,-2.3439197540283203,0.4224426746368408,-0.4834260046482086
20250807_155431,0.004188272636383772,1.0610336065292358,0.01272590458393097,-2.33040714263916,0.3833075165748596,-0.5217201113700867
