time_s,x,y,z,yaw,pitch,roll
20250807_155537,0.016913527622818947,1.0868957042694092,1.9944629669189453,2.8516812324523926,1.4117931127548218,-0.3485921323299408
20250807_155537,0.016980692744255066,1.0870368480682373,1.9948766231536865,1.9595621824264526,1.0805519819259644,-0.3211427628993988
20250807_155537,0.016859671100974083,1.0869178771972656,1.9949121475219727,1.9941433668136597,1.0324320793151855,-0.1698344647884369
20250807_155537,0.016841448843479156,1.086897373199463,1.9949344396591187,2.0160911083221436,1.056355595588684,-0.20572662353515625
20250807_155537,0.016933489590883255,1.0869472026824951,1.9949045181274414,2.04219651222229,1.0951706171035767,-0.3448111414909363
20250807_155537,0.016853896901011467,1.0869088172912598,1.994430422782898,2.9267282485961914,1.4821428060531616,-0.48447373509407043
20250807_155537,0.016899237409234047,1.0870225429534912,1.9943881034851074,2.839250087738037,1.3832697868347168,-0.6751861572265625
20250807_155537,0.016932617872953415,1.0868799686431885,1.9944514036178589,2.888876438140869,1.4379050731658936,-0.37739697098731995
20250807_155537,0.01695597730576992,1.0870400667190552,1.9948862791061401,1.9648679494857788,1.0608205795288086,-0.31116393208503723
20250807_155537,0.016305554658174515,1.0863181352615356,1.994555950164795,2.5581021308898926,1.9520816802978516,-2.1152679920196533
20250807_155537,0.01631643995642662,1.086328387260437,1.9945409297943115,2.6125800609588623,1.9860516786575317,-2.1976685523986816
20250807_155537,0.016945937648415565,1.0869818925857544,1.9948948621749878,2.052475929260254,1.0683249235153198,-0.437320351600647
20250807_155537,0.01689312979578972,1.0868875980377197,1.9944517612457275,3.0229246616363525,1.4780299663543701,-0.3915383815765381
20250807_155537,0.016945049166679382,1.0868841409683228,1.994438648223877,2.891627788543701,1.4566081762313843,-0.48152944445610046
20250807_155537,0.01689329743385315,1.0868535041809082,1.9944713115692139,2.824003219604492,1.4662501811981201,-0.3884969651699066
20250807_155537,0.016946790739893913,1.0869717597961426,1.994919776916504,1.9482581615447998,1.016580581665039,-0.2912297248840332
20250807_155537,0.01686178147792816,1.0869207382202148,1.9949352741241455,1.998698115348816,1.029850721359253,-0.19466803967952728
20250807_155537,0.01684490591287613,1.0869340896606445,1.9949262142181396,2.0247509479522705,1.065025806427002,-0.20829720795154572
20250807_155537,0.016894936561584473,1.0869848728179932,1.9948787689208984,2.032508134841919,1.0593748092651367,-0.3640945553779602
20250807_155537,0.01681925728917122,1.0869340896606445,1.9944143295288086,2.9021835327148438,1.3509681224822998,-0.6744493246078491
20250807_155537,0.016916893422603607,1.087019443511963,1.9944030046463013,2.8949928283691406,1.3151297569274902,-0.6510371565818787
20250807_155537,0.016909465193748474,1.0868918895721436,1.9944485425949097,2.8584372997283936,1.4815417528152466,-0.42605483531951904
20250807_155537,0.016979409381747246,1.0870130062103271,1.9949157238006592,1.9468404054641724,0.9861822128295898,-0.18059749901294708
20250807_155537,0.016885163262486458,1.0869686603546143,1.9949339628219604,1.9800410270690918,1.0005247592926025,-0.22539973258972168
20250807_155537,0.01686413772404194,1.0868879556655884,1.9949334859848022,2.0384674072265625,1.0983121395111084,-0.21300280094146729
20250807_155537,0.01690039411187172,1.086981177330017,1.994888424873352,2.050611972808838,1.1008939743041992,-0.3836592137813568
20250807_155537,0.017029287293553352,1.0868617296218872,1.9948623180389404,2.0852158069610596,1.2257148027420044,-0.15947522222995758
20250807_155537,0.01687433011829853,1.0870579481124878,1.9943764209747314,2.8640215396881104,1.354077935218811,-0.6629713773727417
20250807_155537,0.016949865967035294,1.0870107412338257,1.9944316148757935,2.822500228881836,1.3165571689605713,-0.6443687677383423
20250807_155537,0.017078587785363197,1.086908221244812,1.9949595928192139,1.989869475364685,1.1703102588653564,-0.05700739100575447
20250807_155537,0.01686212234199047,1.0868799686431885,1.9949663877487183,2.0101113319396973,1.0205168724060059,-0.07366009056568146
20250807_155537,0.016835983842611313,1.0869038105010986,1.9949225187301636,2.0367138385772705,1.0146970748901367,-0.24206863343715668
20250807_155537,0.01688910648226738,1.0869731903076172,1.9948701858520508,2.083012819290161,1.0684254169464111,-0.3811666667461395
20250807_155537,0.01700226217508316,1.0868622064590454,1.9948724508285522,2.0997507572174072,1.2255644798278809,-0.08226140588521957
20250807_155537,0.016850972548127174,1.08700692653656,1.9943732023239136,2.8375558853149414,1.3799818754196167,-0.7169545888900757
20250807_155537,0.0169583298265934,1.0870558023452759,1.9944244623184204,2.8006186485290527,1.3040825128555298,-0.6394031047821045
20250807_155537,0.017053963616490364,1.087007761001587,1.9949533939361572,1.9280787706375122,0.9811037182807922,-0.2897939085960388
