time_s,x1dot,y1dot,z1dot,x2dot,y2dot,z2dot
1751503975.262481,2.8485876352997526,0.8921911195537381,-1.6882775549191833,-0.8481800587387786,1.013978697297878,2.6088102917988363
1751503975.2632844,2.8485876352997526,0.8921911195537381,-1.6882775549191833,-0.8481800587387786,1.013978697297878,2.6088102917988363
1751503975.2652,0.0002062336090409584,0.9062083195629186,-0.014447732108115736,-0.007752777684053165,0.8972381968316966,-0.0416247889937278
1751503975.271409,0.0002062336090409584,0.9062083195629186,-0.014447732108115736,-0.007752777684053165,0.8972381968316966,-0.0416247889937278
1751503975.2722204,0.0002062336090409584,0.9062083195629186,-0.014447732108115736,-0.007752777684053165,0.8972381968316966,-0.0416247889937278
1751503975.2734652,-0.0001567550878406104,0.9057000326015682,-0.014354441816682403,-0.00784361875249142,0.8968388466141491,-0.04161228010247244
1751503975.2815752,-0.0001567550878406104,0.9057000326015682,-0.014354441816682403,-0.00784361875249142,0.8968388466141491,-0.04161228010247244
1751503975.2823923,-0.0001567550878406104,0.9057000326015682,-0.014354441816682403,-0.00784361875249142,0.8968388466141491,-0.04161228010247244
1751503975.2831671,-0.0001567550878406104,0.9057000326015682,-0.014354441816682403,-0.00784361875249142,0.8968388466141491,-0.04161228010247244
1751503975.2843277,-8.648661578110122e-05,0.9057627938857153,-0.014314019328434022,-0.007810532770510402,0.8969001896510049,-0.04162181658998498
1751503975.2912836,-8.648661578110122e-05,0.9057627938857153,-0.014314019328434022,-0.007810532770510402,0.8969001896510049,-0.04162181658998498
1751503975.2920887,-8.648661578110122e-05,0.9057627938857153,-0.014314019328434022,-0.007810532770510402,0.8969001896510049,-0.04162181658998498
1751503975.2928734,-8.648661578110122e-05,0.9057627938857153,-0.014314019328434022,-0.007810532770510402,0.8969001896510049,-0.04162181658998498
1751503975.293625,-8.648661578110122e-05,0.9057627938857153,-0.014314019328434022,-0.007810532770510402,0.8969001896510049,-0.04162181658998498
1751503975.3015242,0.0003316652653187809,0.9063356204424712,-0.014522294501305726,-0.00769689201092425,0.8973800556267885,-0.04164188535145676
1751503975.3023162,0.0003316652653187809,0.9063356204424712,-0.014522294501305726,-0.00769689201092425,0.8973800556267885,-0.04164188535145676
1751503975.3030994,0.0003316652653187809,0.9063356204424712,-0.014522294501305726,-0.00769689201092425,0.8973800556267885,-0.04164188535145676
1751503975.3038313,0.0003316652653187809,0.9063356204424712,-0.014522294501305726,-0.00769689201092425,0.8973800556267885,-0.04164188535145676
1751503975.3054361,0.0004949810550946006,0.9065681347734516,-0.014671288788535868,-0.00763895535929382,0.8974476059787686,-0.04177491570504768
1751503975.3113573,0.0004949810550946006,0.9065681347734516,-0.014671288788535868,-0.00763895535929382,0.8974476059787686,-0.04177491570504768
1751503975.3121462,0.0004949810550946006,0.9065681347734516,-0.014671288788535868,-0.00763895535929382,0.8974476059787686,-0.04177491570504768
1751503975.3129432,0.0004949810550946006,0.9065681347734516,-0.014671288788535868,-0.00763895535929382,0.8974476059787686,-0.04177491570504768
1751503975.3136601,0.0004949810550946006,0.9065681347734516,-0.014671288788535868,-0.00763895535929382,0.8974476059787686,-0.04177491570504768
1751503975.3213885,0.0010046269819422296,0.9074036046732562,-0.01474723330135492,-0.007633736364571624,0.8979905605446202,-0.04188946132523706
1751503975.3218706,0.0010046269819422296,0.9074036046732562,-0.01474723330135492,-0.007633736364571624,0.8979905605446202,-0.04188946132523706
1751503975.3223593,0.0010046269819422296,0.9074036046732562,-0.01474723330135492,-0.007633736364571624,0.8979905605446202,-0.04188946132523706
1751503975.3227744,0.0010046269819422296,0.9074036046732562,-0.01474723330135492,-0.007633736364571624,0.8979905605446202,-0.04188946132523706
1751503975.3315117,0.00020782910992292155,0.9061766539728037,-0.014407506089420437,-0.007631647221342599,0.8976913864696631,-0.04168399382900484
1751503975.3320034,0.00020782910992292155,0.9061766539728037,-0.014407506089420437,-0.007631647221342599,0.8976913864696631,-0.04168399382900484
1751503975.3324685,0.00020782910992292155,0.9061766539728037,-0.014407506089420437,-0.007631647221342599,0.8976913864696631,-0.04168399382900484
1751503975.3328927,0.00020782910992292155,0.9061766539728037,-0.014407506089420437,-0.007631647221342599,0.8976913864696631,-0.04168399382900484
1751503975.341414,6.721143528643642e-05,0.9060082188013895,-0.01436988353901869,-0.007764555261580382,0.897084447168936,-0.04165819650266332
1751503975.3418891,6.721143528643642e-05,0.9060082188013895,-0.01436988353901869,-0.007764555261580382,0.897084447168936,-0.04165819650266332
1751503975.3423736,6.721143528643642e-05,0.9060082188013895,-0.01436988353901869,-0.007764555261580382,0.897084447168936,-0.04165819650266332
1751503975.3428001,6.721143528643642e-05,0.9060082188013895,-0.01436988353901869,-0.007764555261580382,0.897084447168936,-0.04165819650266332
1751503975.3513048,-0.0001374818245788961,0.9056974923585553,-0.014350439048823422,-0.007829274996099814,0.8968288698817591,-0.04160889072496256
1751503975.3519886,-0.0001374818245788961,0.9056974923585553,-0.014350439048823422,-0.007829274996099814,0.8968288698817591,-0.04160889072496256
1751503975.3525226,-0.0001374818245788961,0.9056974923585553,-0.014350439048823422,-0.007829274996099814,0.8968288698817591,-0.04160889072496256
1751503975.353015,-0.0001374818245788961,0.9056974923585553,-0.014350439048823422,-0.007829274996099814,0.8968288698817591,-0.04160889072496256
1751503975.3611894,0.00011832497213573427,0.9060516267404306,-0.014401198831931241,-0.007786164499265861,0.8971240908518088,-0.04159003371148278
1751503975.361785,0.00011832497213573427,0.9060516267404306,-0.014401198831931241,-0.007786164499265861,0.8971240908518088,-0.04159003371148278
1751503975.3623152,0.00011832497213573427,0.9060516267404306,-0.014401198831931241,-0.007786164499265861,0.8971240908518088,-0.04159003371148278
1751503975.3628047,0.00011832497213573427,0.9060516267404306,-0.014401198831931241,-0.007786164499265861,0.8971240908518088,-0.04159003371148278
1751503975.3712006,0.0003296073933669948,0.9060178599521594,-0.014426641844137476,-0.007644587423426809,0.8976864986851735,-0.04166065735518937
1751503975.3717136,0.0003296073933669948,0.9060178599521594,-0.014426641844137476,-0.007644587423426809,0.8976864986851735,-0.04166065735518937
1751503975.3722353,0.0003296073933669948,0.9060178599521594,-0.014426641844137476,-0.007644587423426809,0.8976864986851735,-0.04166065735518937
1751503975.372697,0.0003296073933669948,0.9060178599521594,-0.014426641844137476,-0.007644587423426809,0.8976864986851735,-0.04166065735518937
1751503975.3816564,0.0005523990834126581,0.9064544171793433,-0.014615051157600019,-0.007665319367683898,0.8974950581090478,-0.041728732896341575
1751503975.3824859,0.0005523990834126581,0.9064544171793433,-0.014615051157600019,-0.007665319367683898,0.8974950581090478,-0.041728732896341575
1751503975.3830194,0.0005523990834126581,0.9064544171793433,-0.014615051157600019,-0.007665319367683898,0.8974950581090478,-0.041728732896341575
1751503975.3834682,0.0005523990834126581,0.9064544171793433,-0.014615051157600019,-0.007665319367683898,0.8974950581090478,-0.041728732896341575
1751503975.3912497,0.000492000692416741,0.906320804032484,-0.014638615883186734,-0.007659697645236566,0.8974879595907536,-0.041694696890511224
1751503975.3918324,0.000492000692416741,0.906320804032484,-0.014638615883186734,-0.007659697645236566,0.8974879595907536,-0.041694696890511224
1751503975.3928301,0.0005199102221580586,0.9065830376398966,-0.01451657839170657,-0.007656910782918557,0.8974866527664259,-0.04169560431295427
1751503975.3933682,0.0005199102221580586,0.9065830376398966,-0.01451657839170657,-0.007656910782918557,0.8974866527664259,-0.04169560431295427
1751503975.4012785,0.0005196863148204315,0.9065828524625049,-0.014515429507407357,-0.0077234440777293675,0.8975954450571789,-0.04174942546681096
1751503975.4018886,0.0005196863148204315,0.9065828524625049,-0.014515429507407357,-0.0077234440777293675,0.8975954450571789,-0.04174942546681096
