time_s,x1dot,y1dot,z1dot,x2dot,y2dot,z2dot
1762384962.2802935,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.2912495,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.3020444,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.3127286,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.3235836,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.3342633,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.344977,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.3556552,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.366502,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.3772078,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.3880079,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.3990014,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.4097316,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.4205475,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.4313374,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.4422414,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.4532313,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.4642658,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.4755876,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.4866512,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.497565,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.5085156,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.519477,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.5313685,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.5423248,1.5,1.0,0.5,1.5,1.0,1.5
1762384962.5460901,2.754116741099339,0.924123166650154,-1.5975745573520344,-0.7630786570691878,1.009515093118332,2.624185766267745
1762384962.5469115,2.754116741099339,0.924123166650154,-1.5975745573520344,-0.7630786570691878,1.009515093118332,2.624185766267745
1762384962.548073,-0.009073246885165961,0.9337009561987771,0.02645317225169376,-0.02517224414266607,0.92586023381034,0.04641392321873471
1762384962.5554626,-0.009073246885165961,0.9337009561987771,0.02645317225169376,-0.02517224414266607,0.92586023381034,0.04641392321873471
1762384962.5560226,-0.009073246885165961,0.9337009561987771,0.02645317225169376,-0.02517224414266607,0.92586023381034,0.04641392321873471
1762384962.5569375,-0.008954204893706911,0.9340474509818214,0.026380765839208196,-0.02517052712381018,0.9261173031108719,0.04638780315340655
1762384962.565504,-0.008954204893706911,0.9340474509818214,0.026380765839208196,-0.02517052712381018,0.9261173031108719,0.04638780315340655
1762384962.5660648,-0.008954204893706911,0.9340474509818214,0.026380765839208196,-0.02517052712381018,0.9261173031108719,0.04638780315340655
1762384962.5666263,-0.008954204893706911,0.9340474509818214,0.026380765839208196,-0.02517052712381018,0.9261173031108719,0.04638780315340655
1762384962.5680263,-0.00892030400544816,0.9340012347553777,0.026411453529621452,-0.025175936991866293,0.9261445278073741,0.04638203020450941
1762384962.5756094,-0.00892030400544816,0.9340012347553777,0.026411453529621452,-0.025175936991866293,0.9261445278073741,0.04638203020450941
1762384962.5762818,-0.00892030400544816,0.9340012347553777,0.026411453529621452,-0.025175936991866293,0.9261445278073741,0.04638203020450941
1762384962.5769715,-0.00892030400544816,0.9340012347553777,0.026411453529621452,-0.025175936991866293,0.9261445278073741,0.04638203020450941
1762384962.5776043,-0.00892030400544816,0.9340012347553777,0.026411453529621452,-0.025175936991866293,0.9261445278073741,0.04638203020450941
1762384962.5854843,-0.009067114559641556,0.9336963514372943,0.026476137438513077,-0.02514082554198198,0.9258139213040234,0.04646379490783092
1762384962.5861754,-0.009067114559641556,0.9336963514372943,0.026476137438513077,-0.02514082554198198,0.9258139213040234,0.04646379490783092
1762384962.586898,-0.009067114559641556,0.9336963514372943,0.026476137438513077,-0.02514082554198198,0.9258139213040234,0.04646379490783092
1762384962.5876217,-0.009067114559641556,0.9336963514372943,0.026476137438513077,-0.02514082554198198,0.9258139213040234,0.04646379490783092
1762384962.5955873,-0.009129380814940757,0.9335324662544758,0.026539038428793054,-0.025159979231445962,0.9259778139374225,0.046471406212320224
1762384962.5965698,-0.009129380814940757,0.9335324662544758,0.026539038428793054,-0.025159979231445962,0.9259778139374225,0.046471406212320224
1762384962.59753,-0.009129380814940757,0.9335324662544758,0.026539038428793054,-0.025159979231445962,0.9259778139374225,0.046471406212320224
