time_s,x,y,z
20250827_144837,1.0291115045547485,0.11664023250341415,2.9731595516204834
20250827_144837,1.0291311740875244,0.11671760678291321,2.9731338024139404
20250827_144837,1.0291812419891357,0.11673364043235779,2.9731626510620117
20250827_144837,1.029179334640503,0.11673840135335922,2.973156690597534
20250827_144837,1.0291595458984375,0.11671266704797745,2.9731552600860596
20250827_144837,1.0291110277175903,0.11664698272943497,2.973163366317749
20250827_144837,1.0290944576263428,0.11667359620332718,2.973144292831421
20250827_144837,1.0291229486465454,0.11666376888751984,2.9731407165527344
20250827_144837,1.0291250944137573,0.11668527871370316,2.9731521606445312
20250827_144837,1.0291624069213867,0.11669334024190903,2.9731709957122803
20250827_144837,1.0292017459869385,0.11671105772256851,2.9731295108795166
20250827_144837,1.02918541431427,0.11671752482652664,2.9731690883636475
20250827_144837,1.0291328430175781,0.11666559427976608,2.973154306411743
20250827_144837,1.029065489768982,0.11658964306116104,2.9730992317199707
20250827_144837,1.0291177034378052,0.11663264036178589,2.973172664642334
20250827_144837,1.0291271209716797,0.11664384603500366,2.973158597946167
20250827_144837,1.0291696786880493,0.11666665971279144,2.9731595516204834
20250827_144837,1.0291951894760132,0.11670480668544769,2.973130226135254
20250827_144837,1.029167890548706,0.11670271307229996,2.9730894565582275
20250827_144837,1.0291827917099,0.11669686436653137,2.9730865955352783
20250827_144837,1.0291998386383057,0.11648523807525635,2.9730093479156494
20250827_144837,1.0292158126831055,0.11655822396278381,2.9730262756347656
20250827_144837,1.029310941696167,0.11660914123058319,2.973008871078491
20250827_144837,1.0293848514556885,0.11673839390277863,2.97300386428833
20250827_144837,1.0294971466064453,0.11674736440181732,2.9730000495910645
20250827_144837,1.029478907585144,0.11674381047487259,2.9728596210479736
20250827_144837,1.0295270681381226,0.11664492636919022,2.9728691577911377
20250827_144837,1.0295013189315796,0.11664944887161255,2.9727351665496826
20250827_144837,1.0295629501342773,0.11669608950614929,2.9727182388305664
20250827_144837,1.0296235084533691,0.11679889261722565,2.972540855407715
20250827_144837,1.0298066139221191,0.11710002273321152,2.972282886505127
20250827_144837,1.02992582321167,0.11732897162437439,2.9720985889434814
20250827_144837,1.0299041271209717,0.11806268244981766,2.972076892852783
20250827_144837,1.029901385307312,0.11873238533735275,2.971978187561035
20250827_144837,1.0300205945968628,0.1199481412768364,2.9717462062835693
20250827_144837,1.0300098657608032,0.12136439979076385,2.9716145992279053
20250827_144837,1.0300618410110474,0.12316405773162842,2.971435308456421
20250827_144837,1.0299975872039795,0.12504886090755463,2.9713311195373535
