time,hover,max_thrust,min_thrust,k_p_x,k_i_x,k_d_x,k_p_y,k_i_y,k_d_y,k_p_z,k_i_z,k_d_z
2025-11-05_14:29:20,38000,44000,36000,7.05,1.1,6.55,23500,1000,16000,-7.05,-1.1,-6.6
