time,hover,max_thrust,min_thrust,k_p_x,k_i_x,k_d_x,k_p_y,k_i_y,k_d_y,k_p_z,k_i_z,k_d_z
2025-10-24_15:18:30,39000,44000,36000,7.0,0.9,6.7,28000,1000,16000,-6.5,-1.1,-6.5
