time_s,x,y,z,x_error,y_error,z_error,yaw,pitch,roll,roll_command,pitch_command,yaw_command,thrust_command,pitch_cmd_p,pitch_cmd_i,pitch_cmd_d,roll_cmd_p,roll_cmd_i,roll_cmd_d,thrust_cmd_p,thrust_cmd_i,thrust_cmd_d
20250903_113257.161969,2.0114686489105225,0.09161464124917984,2.9502224922180176,-1.0114686489105225,0.9083853363990784,-1.9502224922180176,-0.4887562394142151,-178.2863006591797,178.77154541015625,0.12218905985355377,4.60719633102417,-2.391510248184204,55000,3.900444984436035,0.672788679599762,0.03396272659301758,-2.022937297821045,-0.348941445350647,-0.019631385803222656,13625.7802734375,1697.497802734375,-39.60728454589844
20250903_113257.163196,2.0113601684570312,0.0916702076792717,2.9501190185546875,-1.0113601684570312,0.9083297848701477,-1.9501190185546875,-0.460602730512619,-178.18502807617188,179.03196716308594,0.11515068262815475,4.548511981964111,-2.327829360961914,55000,3.900238037109375,0.6844896674156189,-0.036215782165527344,-2.0227203369140625,-0.35500994324684143,0.04990100860595703,13624.947265625,1727.0194091796875,-55.566429138183594
20250903_113257.163861,2.011355400085449,0.09164483845233917,2.9500091075897217,-1.0113554000854492,0.908355176448822,-1.9500091075897217,-0.4853142499923706,-178.6077117919922,179.49951171875,0.12132856249809265,4.5577392578125,-2.3815953731536865,55000,3.9000182151794434,0.6961900591850281,-0.03846883773803711,-2.0227108001708984,-0.36107808351516724,0.002193450927734375,13625.3271484375,1756.54052734375,25.369226455688477
20250903_113257.164298,2.0114588737487793,0.09159763157367706,2.950044631958008,-1.0114588737487793,0.9084023833274841,-1.9500446319580078,-0.37710002064704895,-178.48056030273438,179.20263671875,0.09427500516176224,4.620412826538086,-2.437662124633789,55000,3.9000892639160156,0.7078902721405029,0.012433528900146484,-2.0229177474975586,-0.3671465218067169,-0.04759788513183594,13626.03515625,1786.0628662109375,47.206878662109375
20250903_113257.164702,2.011538028717041,0.09163713455200195,2.9500784873962402,-1.011538028717041,0.908362865447998,-1.9500784873962402,-0.4467952847480774,-178.6795196533203,179.1333465576172,0.11169882118701935,4.63159704208374,-2.4327027797698975,55000,3.9001569747924805,0.7195906043052673,0.011849403381347656,-2.023076057434082,-0.37321552634239197,-0.036411285400390625,13625.443359375,1815.5853271484375,-39.50297927856445
20250903_113257.165116,2.0114152431488037,0.09166564047336578,2.950092077255249,-1.0114152431488037,0.9083343744277954,-1.950092077255249,-0.41105031967163086,-178.54595947265625,179.25379943847656,0.10276257991790771,4.636231899261475,-2.3456335067749023,55000,3.900184154510498,0.7312911152839661,0.004756450653076172,-2.0228304862976074,-0.3792843818664551,0.056481361389160156,13625.015625,1845.106689453125,-28.50592041015625
20250903_113257.165540,2.0112719535827637,0.09163939952850342,2.950068712234497,-1.0112719535827637,0.9083606004714966,-1.950068712234497,-0.44501960277557373,-178.48025512695312,179.25048828125,0.11125490069389343,4.634951114654541,-2.3419830799102783,55000,3.900137424468994,0.7429916262626648,-0.008177757263183594,-2.0225439071655273,-0.3853524327278137,0.06591320037841797,13625.4091796875,1874.6279296875,26.240943908691406
20250903_113257.165953,2.0113368034362793,0.09179923683404922,2.9501194953918457,-1.0113368034362793,0.908200740814209,-1.9501194953918457,-0.6848094463348389,-178.56591796875,179.10006713867188,0.17120236158370972,4.672705173492432,-2.443924903869629,55000,3.9002389907836914,0.7546921968460083,0.017774105072021484,-2.0226736068725586,-0.39142027497291565,-0.0298309326171875,13623.01171875,1904.1470947265625,-159.83731079101562
20250903_113257.166354,2.011281967163086,0.09163453429937363,2.9500858783721924,-1.011281967163086,0.9083654880523682,-1.9500858783721924,-0.4471758008003235,-178.4810028076172,179.26612854003906,0.11179395020008087,4.65479850769043,-2.394827365875244,55000,3.9001717567443848,0.7663927674293518,-0.01176595687866211,-2.022563934326172,-0.3974881172180176,0.025224685668945312,13625.482421875,1933.666259765625,164.70252990722656
20250903_113257.166793,2.011535882949829,0.09151173382997513,2.950164318084717,-1.011535882949829,0.9084882736206055,-1.9501643180847168,-0.43765005469322205,-178.65049743652344,179.07681274414062,0.10941251367330551,4.705875873565674,-2.5434296131134033,55000,3.9003286361694336,0.7780935168266296,0.027453899383544922,-2.023071765899658,-0.40355658531188965,-0.11680126190185547,13627.32421875,1963.1900634765625,122.80046844482422
20250903_113257.169541,2.011512041091919,0.09177181869745255,2.950153112411499,-1.011512041091919,0.9082281589508057,-1.950153112411499,-0.5590784549713135,-178.7216796875,179.207763671875,0.13976961374282837,4.686178684234619,-2.421682596206665,55000,3.900306224822998,0.7897945046424866,-0.003921985626220703,-2.023024082183838,-0.40962570905685425,0.010967254638671875,13623.4228515625,1992.7117919921875,-260.0848693847656
20250903_113257.179700,2.0115365982055664,0.09168855100870132,2.950167179107666,-1.0115365982055664,0.9083114266395569,-1.950167179107666,-0.48600101470947266,-178.5668487548828,179.05618286132812,0.12150025367736816,4.706753253936768,-2.4500644207000732,55000,3.900334358215332,0.8014954328536987,0.004923343658447266,-2.023073196411133,-0.41569486260414124,-0.011296272277832031,13624.671875,2022.2305908203125,83.26768493652344
