time_s,x,y,z,x_error,y_error,z_error,yaw,pitch,roll,yaw_command,pitch_command,roll_command,thrust_command,pitch_cmd_p,pitch_cmd_i,pitch_cmd_d,roll_cmd_p,roll_cmd_i,roll_cmd_d,thrust_cmd_p,thrust_cmd_i,thrust_cmd_d
20250904_124520.290081,1.4605326652526855,0.117464080452919,2.0302743911743164,0.5394673347473145,0.8825359344482422,0.9697256088256836,-82.31864166259766,100.6243896484375,169.3662567138672,2.6584339141845703,-1.2082960605621338,-1.0944684743881226,56000,-1.1636707782745361,-0.05479150265455246,0.010166168212890625,0.40460050106048584,0.0,0.0009310245513916016,26476.078125,398.8643798828125,11.354684829711914
20250904_124520.290586,1.4605754613876343,0.11747530847787857,2.0302491188049316,0.5394245386123657,0.8825246691703796,0.9697508811950684,-82.32232666015625,100.70075225830078,169.3065948486328,2.6733527183532715,-1.226033091545105,-1.1106241941452026,56000,-1.163701057434082,-0.05576124042272568,-0.0065708160400390625,0.4045684039592743,0.0,-0.015192627906799316,26475.740234375,405.92462158203125,-13.47362995147705
20250904_124520.291063,1.4605330228805542,0.11751831322908401,2.0303022861480713,0.5394669771194458,0.8824816942214966,0.9696977138519287,-82.3188247680664,100.09065246582031,169.9483184814453,2.5129220485687256,-1.2065447568893433,-1.0803340673446655,56000,-1.1636372804641724,-0.0567309632897377,0.013823509216308594,0.40460023283958435,0.0,0.015065670013427734,26474.451171875,412.9846496582031,-51.6057014465332
20250904_124520.291437,1.460584044456482,0.11757078021764755,2.030308723449707,0.5394159555435181,0.8824292421340942,0.969691276550293,-82.33118438720703,100.60504913330078,169.50196838378906,2.624508857727051,-1.2196564674377441,-1.1135506629943848,56000,-1.1636295318603516,-0.05770065635442734,0.0016736984252929688,0.40456196665763855,0.0,-0.018112659454345703,26472.876953125,420.0442810058594,-62.96038818359375
20250904_124520.291873,1.4605916738510132,0.11754035204648972,2.030259370803833,0.5394083261489868,0.8824596405029297,0.969740629196167,-82.33325958251953,100.68885803222656,169.4269256591797,2.643268585205078,-1.2351908683776855,-1.0981521606445312,56000,-1.1636887788772583,-0.05867037549614906,-0.012831687927246094,0.4045562446117401,0.0,-0.00270843505859375,26473.7890625,427.1038513183594,36.5138053894043
20250904_124520.292234,1.4606008529663086,0.11749747395515442,2.030184507369995,0.5393991470336914,0.882502555847168,0.9698154926300049,-82.3279037475586,100.73387908935547,169.34002685546875,2.6649932861328125,-1.2428832054138184,-1.098709225654602,56000,-1.16377854347229,-0.059640150517225266,-0.019464492797851562,0.40454936027526855,0.0,-0.0032585859298706055,26475.076171875,434.1636962890625,51.45370864868164
20250904_124520.292582,1.4606000185012817,0.11753866076469421,2.0301971435546875,0.5393999814987183,0.8824613094329834,0.9698028564453125,-82.3561782836914,100.77015686035156,169.34930419921875,2.6626720428466797,-1.22108793258667,-1.09515380859375,56000,-1.163763403892517,-0.06060996279120445,0.0032854080200195312,0.4045499861240387,0.0,0.0002962350845336914,26473.83984375,441.2235412597656,-49.424171447753906
20250904_124520.293113,1.4605768918991089,0.11757441610097885,2.0302162170410156,0.5394231081008911,0.8824256062507629,0.9697837829589844,-82.33684539794922,100.78048706054688,169.344970703125,2.6637566089630127,-1.2203612327575684,-1.087222695350647,56000,-1.1637405157089233,-0.06157975271344185,0.0049591064453125,0.40456733107566833,0.0,0.008209943771362305,26472.767578125,448.2830810546875,-42.906402587890625
20250904_124520.293531,1.4605587720870972,0.11756359040737152,2.0302770137786865,0.5394412279129028,0.8824363946914673,0.9697229862213135,-82.34249114990234,100.6757583618164,169.39942932128906,2.6501424312591553,-1.2104099988937378,-1.0889865159988403,56000,-1.1636675596237183,-0.06254950910806656,0.015807151794433594,0.4045809209346771,0.0,0.006432533264160156,26473.091796875,455.342529296875,12.990832328796387
20250904_124520.293958,1.4605720043182373,0.11759480088949203,2.0302727222442627,0.5394279956817627,0.8824052214622498,0.9697272777557373,-82.32852172851562,100.7634506225586,169.361328125,2.659667491912842,-1.2283077239990234,-1.1001265048980713,56000,-1.163672685623169,-0.06351923197507858,-0.0011157989501953125,0.404570996761322,0.0,-0.004697442054748535,26472.15625,462.40191650390625,-37.452579498291016
20250904_124520.294342,1.4605746269226074,0.11755324900150299,2.030280828475952,0.5394253730773926,0.8824467658996582,0.9697191715240479,-82.32732391357422,100.77637481689453,169.34158325195312,2.664602518081665,-1.2260442972183228,-1.0963619947433472,56000,-1.1636630296707153,-0.0644889548420906,0.0021076202392578125,0.40456902980804443,0.0,-0.0009310245513916016,26473.40234375,469.4613037109375,49.862266540527344
20250904_124520.304777,1.4605979919433594,0.11749885231256485,2.0302395820617676,0.5394020080566406,0.8825011253356934,0.9697604179382324,-82.33560180664062,100.75448608398438,169.3507843017578,2.6623051166534424,-1.239895224571228,-1.103743076324463,56000,-1.163712501525879,-0.06545869261026382,-0.010724067687988281,0.40455150604248047,0.0,-0.00829458236694336,26475.03515625,476.5211181640625,65.2760238647461
20250904_124520.313769,1.4605869054794312,0.11752259731292725,2.030198812484741,0.5394130945205688,0.8824774026870728,0.9698011875152588,-82.33951568603516,100.55524444580078,169.49661254882812,2.625847101211548,-1.2407900094985962,-1.091504454612732,56000,-1.1637613773345947,-0.06642847508192062,-0.010600090026855469,0.40455982089042664,0.0,0.003935694694519043,26474.322265625,483.5810241699219,-28.493999481201172
20250904_124520.324315,1.4605822563171387,0.11755968630313873,2.030247211456299,0.5394177436828613,0.8824403285980225,0.9697527885437012,-82.35865020751953,100.8097152709961,169.31703186035156,2.6707406044006348,-1.2185178995132446,-1.0937862396240234,56000,-1.1637033224105835,-0.06739825010299683,0.012583732604980469,0.404563307762146,0.0,0.0016504526138305664,26473.208984375,490.64068603515625,-44.50679016113281
20250904_124520.332994,1.4605607986450195,0.11760390549898148,2.030266761779785,0.5394392013549805,0.8823961019515991,0.9697332382202148,-82.32141876220703,100.85389709472656,169.23977661132812,2.690056324005127,-1.2269648313522339,-1.0878031253814697,56000,-1.163679838180542,-0.06836799532175064,0.0050830841064453125,0.40457940101623535,0.0,0.007617473602294922,26471.8828125,497.7000427246094,-53.06303405761719
20250904_124520.342662,1.4606069326400757,0.11760539561510086,2.030247688293457,0.5393930673599243,0.8823946118354797,0.969752311706543,-82.3561019897461,100.46381378173828,169.6629180908203,2.584271192550659,-1.237999677658081,-1.1118327379226685,56000,-1.1637027263641357,-0.06933774054050446,-0.0049591064453125,0.40454480051994324,0.0,-0.016377568244934082,26471.837890625,504.7591857910156,-1.7881393432617188
20250904_124520.353296,1.4605927467346191,0.11760533601045609,2.0302605628967285,0.5394072532653809,0.8823946714401245,0.9697394371032715,-82.33932495117188,100.47835540771484,169.68771362304688,2.5780725479125977,-1.2306474447250366,-1.0904085636138916,56000,-1.1636873483657837,-0.07030748575925827,0.0033473968505859375,0.40455543994903564,0.0,0.005035996437072754,26471.83984375,511.818359375,0.07152557373046875
20250904_124520.362971,1.460581660270691,0.11753611266613007,2.0302371978759766,0.5394183397293091,0.8824638724327087,0.9697628021240234,-82.31700897216797,100.74285125732422,169.3263702392578,2.6684093475341797,-1.2410675287246704,-1.0915005207061768,56000,-1.1637153625488281,-0.07127723842859268,-0.0060749053955078125,0.4045637547969818,0.0,0.003935694694519043,26473.916015625,518.8778076171875,83.0680160522461
20250904_124520.374235,1.4605927467346191,0.11747695505619049,2.030200719833374,0.5394072532653809,0.8825230598449707,0.969799280166626,-82.32649230957031,100.73797607421875,169.33755493164062,2.665611505508423,-1.2454904317855835,-1.0993802547454834,56000,-1.1637591123580933,-0.07224702090024948,-0.009484291076660156,0.40455543994903564,0.0,-0.003935694694519043,26475.69140625,525.937744140625,70.9891357421875
