time_s,x,y,z,x_error,y_error,z_error,yaw,pitch,roll,roll_command,pitch_command,yaw_command,thrust_command,pitch_cmd_p,pitch_cmd_i,pitch_cmd_d,roll_cmd_p,roll_cmd_i,roll_cmd_d,thrust_cmd_p,thrust_cmd_i,thrust_cmd_d
20250902_182709.398969,1.0070888996124268,0.09199101477861404,0.976643979549408,-0.007088899612426758,0.908008985221386,0.02335602045059204,-5.963531017303467,-179.3063201904297,-179.180908203125,1.4908827543258667,-0.07722640782594681,0.0,55000,-0.04671204090118408,-0.0018473154632374644,-0.02866705134510994,0.0,0.0,0.0,13620.134765625,389.3731384277344,-213.2527618408203
20250902_182709.399698,1.0072556734085083,0.0922323539853096,0.9765133857727051,-0.007255673408508301,0.9077676460146904,0.023486614227294922,-6.004031181335449,-179.17649841308594,-179.16586303710938,1.5010077953338623,-0.09485121816396713,0.0,55000,-0.046973228454589844,-0.0019872833508998156,-0.04589071124792099,0.0,0.0,0.0,13616.5146484375,418.7619323730469,-242.30487060546875
20250902_182709.401256,1.0073602199554443,0.09230035543441772,0.9765348434448242,-0.007360219955444336,0.9076996445655823,0.02346515655517578,-5.939967632293701,-179.2245635986328,-179.14463806152344,1.4849919080734253,-0.04164163023233414,0.0,55000,-0.04693031311035156,-0.002129878383129835,0.007418559864163399,0.0,0.0,0.0,13615.4951171875,448.62762451171875,-67.17182159423828
20250902_182709.401926,1.007315754890442,0.09224444627761841,0.976547122001648,-0.0073157548904418945,0.9077555537223816,0.02345287799835205,-5.949859619140625,-179.2334442138672,-179.13400268554688,1.4874649047851562,-0.04478376731276512,0.0,55000,-0.0469057559967041,-0.0022676768712699413,0.004389666020870209,0.0,0.0,0.0,13616.3330078125,477.50933837890625,57.1082763671875
20250902_182709.403543,1.0071516036987305,0.09201443195343018,0.976793646812439,-0.007151603698730469,0.9079855680465698,0.023206353187561035,-5.897406578063965,-179.22433471679688,-179.30503845214844,1.4743516445159912,0.03473653271794319,0.0,55000,-0.04641270637512207,-0.0024122148752212524,0.08356145024299622,0.0,0.0,0.0,13619.783203125,507.9763488769531,222.75741577148438
20250902_182709.405561,1.0069652795791626,0.09184213727712631,0.9768467545509338,-0.006965279579162598,0.9081578627228737,0.023153245449066162,-5.900575637817383,-179.25550842285156,-179.33152770996094,1.4751439094543457,-0.030207930132746696,0.0,55000,-0.046306490898132324,-0.0025508336257189512,0.018649395555257797,0.0,0.0,0.0,13622.3681640625,537.3910522460938,172.86647033691406
20250902_182709.406892,1.0070568323135376,0.09187416732311249,0.976772129535675,-0.007056832313537598,0.9081258326768875,0.02322787046432495,-5.862435817718506,-179.2581024169922,-179.28074645996094,1.4656089544296265,-0.07564087212085724,0.0,55000,-0.0464557409286499,-0.00268798996694386,-0.026497142389416695,0.0,0.0,0.0,13621.8876953125,566.4841918945312,-32.49407196044922
20250902_182709.408787,1.0071426630020142,0.09204984456300735,0.9765997529029846,-0.00714266300201416,0.9079501554369926,0.02340024709701538,-5.960594177246094,-179.3103790283203,-179.17958068847656,1.4901485443115234,-0.10931022465229034,0.0,55000,-0.04680049419403076,-0.0028294012881815434,-0.05968032777309418,0.0,0.0,0.0,13619.251953125,596.3175659179688,-173.78018188476562
20250902_182709.410328,1.0073307752609253,0.09222400188446045,0.9765446186065674,-0.007330775260925293,0.9077759981155396,0.023455381393432617,-5.945537090301514,-179.2229461669922,-179.16146850585938,1.4863842725753784,-0.06936057657003403,0.0,55000,-0.046910762786865234,-0.0029686393681913614,-0.019481176510453224,0.0,0.0,0.0,13616.6396484375,625.544189453125,-175.8195037841797
20250902_182709.412115,1.007274866104126,0.09223496913909912,0.9764747619628906,-0.0072748661041259766,0.9077650308609009,0.023525238037109375,-6.005735874176025,-179.17019653320312,-179.14642333984375,1.5014339685440063,-0.07456520944833755,0.0,55000,-0.04705047607421875,-0.003109840676188469,-0.024404890835285187,0.0,0.0,0.0,13616.4755859375,655.10107421875,-10.947098731994629
20250902_182709.413094,1.0071831941604614,0.0920819640159607,0.9766215682029724,-0.007183194160461426,0.9079180359840393,0.023378431797027588,-5.897279262542725,-179.27423095703125,-179.20217895507812,1.4743198156356812,0.002638689475134015,0.0,55000,-0.046756863594055176,-0.0032471823506057262,0.052642736583948135,0.0,0.0,0.0,13618.7705078125,683.8994140625,156.75877380371094
20250902_182709.414708,1.0071297883987427,0.09181558340787888,0.9768009781837463,-0.007129788398742676,0.9081844165921211,0.023199021816253662,-5.76688289642334,-179.08436584472656,-179.47633361816406,1.441720724105835,0.01349993422627449,0.0,55000,-0.046398043632507324,-0.003385832067579031,0.06328380852937698,0.0,0.0,0.0,13622.7666015625,713.1824340820312,268.4606018066406
20250902_182709.425517,1.0070905685424805,0.09195782244205475,0.9767381548881531,-0.007090568542480469,0.9080421775579453,0.023261845111846924,-5.893831253051758,-179.26663208007812,-179.2596893310547,1.4734578132629395,-0.0716702789068222,0.0,55000,-0.04652369022369385,-0.003527594730257988,-0.02161899209022522,0.0,0.0,0.0,13620.6328125,743.2000732421875,-139.85096740722656
20250902_182709.433899,1.0071066617965698,0.09201563149690628,0.9766247868537903,-0.007106661796569824,0.9079843685030937,0.023375213146209717,-5.957108497619629,-179.316162109375,-179.22686767578125,1.4892771244049072,-0.0900970846414566,0.0,55000,-0.046750426292419434,-0.0036675045266747475,-0.039679154753685,0.0,0.0,0.0,13619.765625,772.7102661132812,-57.80955123901367
20250902_182709.444111,1.0072057247161865,0.0920870453119278,0.9766442179679871,-0.0072057247161865234,0.9079129546880722,0.02335578203201294,-5.884908676147461,-179.21844482421875,-179.21556091308594,1.4712271690368652,-0.04377749562263489,0.0,55000,-0.04671156406402588,-0.0038089018780738115,0.0067429691553115845,0.0,0.0,0.0,13618.6943359375,802.4720458984375,-70.80561065673828
20250902_182709.454282,1.0071438550949097,0.0920121893286705,0.9765409231185913,-0.007143855094909668,0.9079878106713295,0.02345907688140869,-5.968898296356201,-179.2813262939453,-179.2149200439453,1.4922245740890503,-0.08688019216060638,0.0,55000,-0.04691815376281738,-0.003949896432459354,-0.03601214289665222,0.0,0.0,0.0,13619.8173828125,832.0960083007812,74.56392669677734
20250902_182709.464000,1.007156491279602,0.09203822165727615,0.9765498042106628,-0.007156491279602051,0.9079617783427238,0.023450195789337158,-5.9422736167907715,-179.29966735839844,-179.2487030029297,1.4855684041976929,-0.04784245416522026,0.0,55000,-0.046900391578674316,-0.004088904242962599,0.0031468409579247236,0.0,0.0,0.0,13619.4267578125,861.2445678710938,-26.354415893554688
20250902_182709.473733,1.0072119235992432,0.09215691685676575,0.9765257239341736,-0.007211923599243164,0.9078430831432343,0.023474276065826416,-6.075575828552246,-179.274169921875,-179.1339111328125,1.5188939571380615,-0.05973277986049652,0.0,55000,-0.04694855213165283,-0.004227562807500362,-0.008556663058698177,0.0,0.0,0.0,13617.646484375,890.3080444335938,-120.5058364868164
