time_s,x,y,z,x_error,y_error,z_error,yaw,pitch,roll,yaw_command,pitch_command,roll_command,thrust_command,pitch_cmd_p,pitch_cmd_i,pitch_cmd_d,roll_cmd_p,roll_cmd_i,roll_cmd_d,thrust_cmd_p,thrust_cmd_i,thrust_cmd_d
20250908_163937.150547,2.017859697341919,0.12015392631292343,2.9546220302581787,-0.017859697341918945,0.8798460960388184,0.04537796974182129,0.23324649035930634,-178.03309631347656,-178.81381225585938,-0.058311622589826584,-0.30935075879096985,-1.000933289527893,56000,-0.05445356294512749,-0.0009299102821387351,-0.00396728515625,-0.013394773006439209,-0.0009137764573097229,0.013375282287597656,26395.3828125,144.29974365234375,82.88919830322266
20250908_163937.151112,2.0178048610687256,0.12008985131978989,2.954660177230835,-0.017804861068725586,0.8799101710319519,0.04533982276916504,0.24744288623332977,-177.774169921875,-179.02670288085938,-0.06186072155833244,-0.2954648435115814,-0.9978611469268799,56000,-0.05440778657793999,-0.0009752691839821637,0.009918212890625,-0.01335364580154419,-0.0009583571809343994,0.016450881958007812,26397.3046875,151.33876037597656,76.8899917602539
20250908_163937.152707,2.0177698135375977,0.12003732472658157,2.9546639919281006,-0.017769813537597656,0.879962682723999,0.045336008071899414,0.252212256193161,-177.74693298339844,-179.01116943359375,-0.06305306404829025,-0.3044320046901703,-1.0038158893585205,56000,-0.05440320819616318,-0.0010206070728600025,0.0009918212890625,-0.013327360153198242,-0.001002825447358191,0.010514259338378906,26398.880859375,158.3782501220703,63.03191375732422
20250908_163937.153432,2.01777982711792,0.12003767490386963,2.9546639919281006,-0.017779827117919922,0.8799623250961304,0.045336008071899414,0.26623114943504333,-177.75120544433594,-179.06259155273438,-0.06655778735876083,-0.3054691553115845,-1.0173861980438232,56000,-0.05440320819616318,-0.001065943157300353,-0.0,-0.013334870338439941,-0.001047262572683394,-0.0030040740966796875,26398.869140625,165.41795349121094,-0.4202127456665039
20250908_163937.155063,2.0178043842315674,0.12000186741352081,2.9546501636505127,-0.017804384231567383,0.8799981474876404,0.045349836349487305,0.25086334347724915,-178.0027313232422,-178.82643127441406,-0.06271583586931229,-0.30912643671035767,-1.0218122005462646,56000,-0.054419804364442825,-0.0011112859938293695,-0.0035953521728515625,-0.013353288173675537,-0.0010917427716776729,-0.007367134094238281,26399.943359375,172.45779418945312,42.96898651123047
20250908_163937.156197,2.0178580284118652,0.12015730142593384,2.9546210765838623,-0.017858028411865234,0.8798426985740662,0.045378923416137695,0.22633032500743866,-178.08041381835938,-178.79051208496094,-0.056582581251859665,-0.3131740093231201,-1.0306230783462524,56000,-0.054454706609249115,-0.001156650367192924,-0.0075626373291015625,-0.013393521308898926,-0.0011363208759576082,-0.01609325408935547,26395.28125,179.49716186523438,-186.52081298828125
20250908_163937.157813,2.0179202556610107,0.1202412024140358,2.9545862674713135,-0.017920255661010742,0.8797587752342224,0.04541373252868652,0.25611692667007446,-178.1559295654297,-178.7447052001953,-0.06402923166751862,-0.3147488832473755,-1.0332894325256348,56000,-0.05449647828936577,-0.001202046754769981,-0.009050369262695312,-0.013440191745758057,-0.0011810436844825745,-0.018668174743652344,26392.763671875,186.5355682373047,-100.68118286132812
20250908_163937.158843,2.017812490463257,0.12005668133497238,2.9546358585357666,-0.017812490463256836,0.879943311214447,0.0453641414642334,0.25300532579421997,-178.0403289794922,-178.7724151611328,-0.06325133144855499,-0.2927907407283783,-0.9822555184364319,56000,-0.05443697050213814,-0.0012474356917664409,0.0128936767578125,-0.013359367847442627,-0.0012257095659151673,0.032329559326171875,26398.298828125,193.57437133789062,221.42529296875
20250908_163937.160474,2.0177724361419678,0.12003901600837708,2.9546518325805664,-0.017772436141967773,0.8799610137939453,0.045348167419433594,0.2591056525707245,-177.7490234375,-179.04176330566406,-0.06477641314268112,-0.301557332277298,-1.0025832653045654,56000,-0.05441780015826225,-0.0012927917996421456,0.004153251647949219,-0.01332932710647583,-0.0012701908126473427,0.01201629638671875,26398.830078125,200.61399841308594,21.19839096069336
20250908_163937.161599,2.017711877822876,0.1200677827000618,2.954662799835205,-0.017711877822875977,0.8799322247505188,0.04533720016479492,0.22479407489299774,-177.70603942871094,-179.009765625,-0.056198518723249435,-0.3028912842273712,-0.9964309334754944,56000,-0.05440463870763779,-0.0013381345197558403,0.0028514862060546875,-0.013283908367156982,-0.0013145462144166231,0.018167495727539062,26397.966796875,207.653564453125,-34.5200309753418
20250908_163937.162775,2.017759323120117,0.12008880078792572,2.954693078994751,-0.017759323120117188,0.8799111843109131,0.04530692100524902,0.2494390606880188,-177.73031616210938,-179.03041076660156,-0.0623597651720047,-0.2978791892528534,-1.0289119482040405,56000,-0.05436830595135689,-0.0013834566343575716,0.007872581481933594,-0.01331949234008789,-0.001358885201625526,-0.014233589172363281,26397.3359375,214.69293212890625,-25.22170639038086
20250908_163937.163918,2.0178465843200684,0.12011605501174927,2.954627513885498,-0.01784658432006836,0.8798839449882507,0.04537248611450195,0.2275523841381073,-178.0679168701172,-178.7787322998047,-0.056888096034526825,-0.3229227066040039,-1.0409667491912842,56000,-0.0544469840824604,-0.0014287963276728988,-0.01704692840576172,-0.01338493824005127,-0.0014033925253897905,-0.026178359985351562,26396.517578125,221.73211669921875,-32.70507049560547
20250908_163937.173214,2.0179121494293213,0.12032736092805862,2.954575300216675,-0.01791214942932129,0.879672646522522,0.045424699783325195,0.2195359617471695,-178.18692016601562,-178.65936279296875,-0.054883990436792374,-0.31955939531326294,-1.034551739692688,56000,-0.054509639739990234,-0.0014741949271410704,-0.013575553894042969,-0.013434112071990967,-0.001448091003112495,-0.019669532775878906,26390.1796875,228.7703399658203,-253.5670928955078
20250908_163937.183007,2.0178802013397217,0.12022460252046585,2.9546124935150146,-0.01788020133972168,0.8797754049301147,0.04538750648498535,0.24931342899799347,-178.15658569335938,-178.81640625,-0.06232835724949837,-0.2963143587112427,-1.005318522453308,56000,-0.05446500703692436,-0.0015196009771898389,0.009670257568359375,-0.01341015100479126,-0.001492831390351057,0.009584426879882812,26393.26171875,235.80813598632812,123.31008911132812
20250908_163937.193470,2.017787218093872,0.12008403986692429,2.9546778202056885,-0.01778721809387207,0.8799159526824951,0.04532217979431152,0.25489863753318787,-177.8520965576172,-179.11195373535156,-0.06372465938329697,-0.2889666259288788,-0.9869828820228577,56000,-0.05438661575317383,-0.0015649558044970036,0.016984939575195312,-0.013340413570404053,-0.0015374156646430492,0.027894973754882812,26397.478515625,242.84690856933594,168.67518615722656
20250908_163937.203513,2.017775774002075,0.12018293142318726,2.9546642303466797,-0.017775774002075195,0.8798170685768127,0.04533576965332031,0.2055015116930008,-177.45126342773438,-178.73150634765625,-0.0513753779232502,-0.309546560049057,-1.011480450630188,56000,-0.054402925074100494,-0.0016102847876027226,-0.0035333633422851562,-0.013331830501556396,-0.0015818694373592734,0.0034332275390625,26394.51171875,249.88583374023438,-118.66986846923828
20250908_163937.217092,2.017765760421753,0.12005138397216797,2.9546685218811035,-0.01776576042175293,0.879948616027832,0.045331478118896484,0.2557961642742157,-177.71926879882812,-179.0768585205078,-0.06394904106855392,-0.30493760108947754,-1.0119465589523315,56000,-0.05439777299761772,-0.0016556184273213148,0.0011157989501953125,-0.013324320316314697,-0.0016262963181361556,0.0030040740966796875,26398.458984375,256.9248962402344,157.85693359375
