time_s,x,y,z,x_error,y_error,z_error,yaw,pitch,roll,yaw_command,pitch_command,roll_command,thrust_command,pitch_cmd_p,pitch_cmd_i,pitch_cmd_d,roll_cmd_p,roll_cmd_i,roll_cmd_d,thrust_cmd_p,thrust_cmd_i,thrust_cmd_d
20250905_153742.677948,2.0429558753967285,0.1467161476612091,2.946638345718384,-0.042955875396728516,0.8532838821411133,0.05336165428161621,-0.30712002515792847,-175.59051513671875,-179.4442596435547,0.07678000628948212,-0.2913511395454407,-1.927480936050415,56000,-0.06403398513793945,-0.0009348839521408081,0.02361774444580078,-0.03221690654754639,-0.0018801373662427068,0.006616115570068359,25598.515625,119.37751770019531,855.6246948242188
20250905_153742.678613,2.042999505996704,0.14710558950901031,2.9465513229370117,-0.0429995059967041,0.8528944253921509,0.05344867706298828,-0.37894394993782043,-174.98907470703125,-179.5096893310547,0.09473598748445511,-0.3377526104450226,-1.9505987167358398,56000,-0.06413841247558594,-0.000988289131782949,-0.02262592315673828,-0.032249629497528076,-0.001987581606954336,-0.016361474990844727,25586.83203125,126.20223236083984,-467.3302307128906
20250905_153742.679443,2.0429940223693848,0.1479082703590393,2.946514368057251,-0.042994022369384766,0.8520917296409607,0.05348563194274902,-0.5482345819473267,-176.1553497314453,-178.32443237304688,0.13705864548683167,-0.3248327970504761,-1.9322842359542847,56000,-0.06418275833129883,-0.0010417562443763018,-0.009608268737792969,-0.032245516777038574,-0.0020950734615325928,0.0020563602447509766,25562.751953125,133.0221710205078,-963.217041015625
20250905_153742.680353,2.0430080890655518,0.14773280918598175,2.946580171585083,-0.04300808906555176,0.8522672057151794,0.05341982841491699,-0.4924078583717346,-176.26524353027344,-178.55874633789062,0.12310196459293365,-0.2980901002883911,-1.939733624458313,56000,-0.06410379707813263,-0.0010952090378850698,0.017108917236328125,-0.03225606679916382,-0.0022025760263204575,-0.00527501106262207,25568.015625,139.83961486816406,210.55340576171875
20250905_153742.681486,2.0429463386535645,0.14756330847740173,2.946497917175293,-0.04294633865356445,0.8524366617202759,0.05350208282470703,-0.5525863170623779,-176.63519287109375,-177.84486389160156,0.13814657926559448,-0.3367373049259186,-1.9113633632659912,56000,-0.06420250236988068,-0.0011486699804663658,-0.021386146545410156,-0.03220975399017334,-0.0023100192192941904,0.023156404495239258,25573.1015625,146.65843200683594,203.40084838867188
20250905_153742.684422,2.042970657348633,0.1478261947631836,2.9465174674987793,-0.04297065734863281,0.8521738052368164,0.0534825325012207,-0.5583904981613159,-176.1135711669922,-178.28172302246094,0.13959762454032898,-0.3102981150150299,-1.9437649250030518,56000,-0.06417904049158096,-0.0012021622387692332,0.0050830841064453125,-0.03222799301147461,-0.0024174153804779053,-0.009119510650634766,25565.21484375,153.47686767578125,-315.4635314941406
20250905_153742.685291,2.0430147647857666,0.1478194296360016,2.946549892425537,-0.0430147647857666,0.8521806001663208,0.05345010757446289,-0.5504891872406006,-176.0876922607422,-178.25155639648438,0.13762229681015015,-0.30696529150009155,-1.9513262510299683,56000,-0.06414012610912323,-0.0012556285364553332,0.00843048095703125,-0.03226107358932495,-0.0025248972233384848,-0.0165402889251709,25565.41796875,160.29428100585938,8.118152618408203
20250905_153742.686632,2.0429985523223877,0.14713844656944275,2.9465787410736084,-0.042998552322387695,0.8528615236282349,0.0534212589263916,-0.3782674968242645,-174.95858764648438,-179.5488739013672,0.09456687420606613,-0.3079139292240143,-1.9288016557693481,56000,-0.06410551071166992,-0.0013090642169117928,0.007500648498535156,-0.03224891424179077,-0.0026324137579649687,0.006079673767089844,25585.845703125,167.1144561767578,817.1796875
20250905_153742.687822,2.0430314540863037,0.14712171256542206,2.9465720653533936,-0.04303145408630371,0.8528782725334167,0.053427934646606445,-0.3555159866809845,-174.93894958496094,-179.46380615234375,0.08887899667024612,-0.31721168756484985,-1.9473516941070557,56000,-0.06411352008581161,-0.0013624888379126787,-0.001735687255859375,-0.03227359056472778,-0.0027399512473493814,-0.01233816146850586,25586.34765625,173.93740844726562,20.0808048248291
20250905_153742.691656,2.0429306030273438,0.14750683307647705,2.9465901851654053,-0.04293060302734375,0.852493166923523,0.05340981483459473,-0.4687442481517792,-176.80209350585938,-178.14988708496094,0.1171860620379448,-0.3107965290546417,-1.8972262144088745,56000,-0.06409177929162979,-0.0014159077545627952,0.004711151123046875,-0.03219795227050781,-0.002847403986379504,0.03781914710998535,25574.794921875,180.75889587402344,-462.1446228027344
20250905_153742.693862,2.0429627895355225,0.14758431911468506,2.9466257095336914,-0.04296278953552246,0.8524156808853149,0.053374290466308594,-0.5224725008010864,-176.53372192382812,-178.36692810058594,0.1306181252002716,-0.306282103061676,-1.947246789932251,56000,-0.0640491470694542,-0.0014692997792735696,0.009236335754394531,-0.032222092151641846,-0.002954770578071475,-0.012069940567016602,25572.470703125,187.5785369873047,-92.98324584960938
20250905_153742.695607,2.0429511070251465,0.14760437607765198,2.9466054439544678,-0.042951107025146484,0.8523956537246704,0.05339455604553223,-0.4986526072025299,-176.49159240722656,-178.28672790527344,0.12466315180063248,-0.3208652138710022,-1.9308944940567017,56000,-0.06407346576452255,-0.0015226842369884253,-0.005269050598144531,-0.03221333026885986,-0.0030621630139648914,0.004380941390991211,25571.869140625,194.3977813720703,-24.068355560302734
20250905_153742.701641,2.0430052280426025,0.1470695585012436,2.9465386867523193,-0.04300522804260254,0.8529304265975952,0.053461313247680664,-0.38403835892677307,-174.91859436035156,-179.4779815673828,0.09600958973169327,-0.3330865502357483,-1.9557188749313354,56000,-0.06415357440710068,-0.0015761121176183224,-0.01735687255859375,-0.032253921031951904,-0.0031696083024144173,-0.020295381546020508,25587.9140625,201.21908569335938,641.7810668945312
20250905_153742.712199,2.042950391769409,0.14669348299503326,2.9465994834899902,-0.04295039176940918,0.8533065319061279,0.053400516510009766,-0.3125656545162201,-175.63308715820312,-179.35252380371094,0.07814141362905502,-0.299903005361557,-1.914926290512085,56000,-0.0640806183218956,-0.001629543025046587,0.015807151794433594,-0.032212793827056885,-0.003277052892372012,0.020563602447509766,25599.1953125,208.04403686523438,451.2906188964844
20250905_153742.722170,2.042950391769409,0.1467532515525818,2.9466488361358643,-0.04295039176940918,0.8532467484474182,0.05335116386413574,-0.3224636912345886,-175.66696166992188,-179.3973846435547,0.08061592280864716,-0.3028726279735565,-1.9355971813201904,56000,-0.06402139365673065,-0.0016829188680276275,0.012831687927246094,-0.032212793827056885,-0.0033844290301203728,0.0,25597.40234375,214.8702392578125,-71.7222671508789
20250905_153742.731825,2.0429847240448,0.14772245287895203,2.946601629257202,-0.042984724044799805,0.8522775173187256,0.05339837074279785,-0.49219781160354614,-176.21763610839844,-178.499755859375,0.12304945290088654,-0.3280881345272064,-1.948604941368103,56000,-0.06407804787158966,-0.0017362936632707715,-0.012273788452148438,-0.032238543033599854,-0.003491847775876522,-0.012874603271484375,25568.326171875,221.6923370361328,-1163.0416259765625
20250905_153742.746934,2.042963743209839,0.14742304384708405,2.946579694747925,-0.04296374320983887,0.8525769710540771,0.053420305252075195,-0.47892239689826965,-176.71780395507812,-178.00027465820312,0.11973059922456741,-0.32159703969955444,-1.9279543161392212,56000,-0.064104363322258,-0.0017897030338644981,-0.005702972412109375,-0.03222280740737915,-0.0035992832854390144,0.007867813110351562,25577.30859375,228.5117645263672,359.29083251953125
20250905_153742.751968,2.0429911613464355,0.14678950607776642,2.9466426372528076,-0.04299116134643555,0.8532105088233948,0.05335736274719238,-0.3505021035671234,-175.34046936035156,-179.52334594726562,0.08762552589178085,-0.29950687289237976,-1.9462318420410156,56000,-0.06402883678674698,-0.0018430917989462614,0.01636505126953125,-0.03224337100982666,-0.0037067269440740347,-0.010281801223754883,25596.314453125,235.3349151611328,760.2453002929688
20250905_153742.761911,2.0428836345672607,0.14722681045532227,2.946519613265991,-0.04288363456726074,0.8527731895446777,0.05348038673400879,-0.5083657503128052,-176.2925567626953,-178.5835418701172,0.1270914375782013,-0.34805920720100403,-1.8956542015075684,56000,-0.06417646259069443,-0.0018965107155963778,-0.031986236572265625,-0.03216272592544556,-0.0038140704855322838,0.04032254219055176,25583.1953125,242.15884399414062,-524.7652587890625
20250905_153742.772487,2.042966365814209,0.14716725051403046,2.9465229511260986,-0.042966365814208984,0.8528327345848083,0.05347704887390137,-0.47605764865875244,-176.29791259765625,-178.47789001464844,0.11901441216468811,-0.3152545988559723,-1.9671703577041626,56000,-0.06417246162891388,-0.0019499894697219133,0.0008678436279296875,-0.03222477436065674,-0.003921383060514927,-0.03102421760559082,25584.982421875,248.98126220703125,71.47193145751953
20250905_153742.781860,2.0431084632873535,0.1469302624464035,2.9466512203216553,-0.043108463287353516,0.8530697226524353,0.05334877967834473,-0.22277520596981049,-175.0113067626953,-179.64630126953125,0.05569380149245262,-0.2826719582080841,-1.9896469116210938,56000,-0.06401853263378143,-0.0020034024491906166,0.03334999084472656,-0.03233134746551514,-0.004028976429253817,-0.05328655242919922,25592.091796875,255.80487060546875,284.38568115234375
20250905_153742.791865,2.0431253910064697,0.14699847996234894,2.9466052055358887,-0.04312539100646973,0.8530015349388123,0.05339479446411133,-0.22361259162425995,-174.98426818847656,-179.84471130371094,0.05590314790606499,-0.32809436321258545,-1.94282865524292,56000,-0.06407375633716583,-0.002056774217635393,-0.011963844299316406,-0.032344043254852295,-0.004136769101023674,-0.0063478946685791016,25590.044921875,262.629150390625,-81.86102294921875
20250905_153742.801635,2.0430502891540527,0.1478738784790039,2.946481466293335,-0.043050289154052734,0.8521261215209961,0.05351853370666504,-0.5277470350265503,-176.0746612548828,-178.23985290527344,0.13193675875663757,-0.3485046625137329,-1.9083690643310547,56000,-0.06422223895788193,-0.0021102307364344597,-0.032172203063964844,-0.03228771686553955,-0.004244488663971424,0.02816319465637207,25563.783203125,269.4496765136719,-1050.478271484375
20250905_153742.812342,2.0429320335388184,0.1477953940629959,2.9466071128845215,-0.04293203353881836,0.8522046208381653,0.053392887115478516,-0.6080535650253296,-176.2650909423828,-178.445068359375,0.1520133912563324,-0.28356704115867615,-1.8922051191329956,56000,-0.06407146155834198,-0.0021636865567415953,0.032668113708496094,-0.03219902515411377,-0.0043519665487110615,0.044345855712890625,25566.138671875,276.2669982910156,94.1812973022461
20250905_153742.821716,2.0428171157836914,0.14726708829402924,2.9465038776397705,-0.042817115783691406,0.8527328968048096,0.05349612236022949,-0.6013085842132568,-176.34860229492188,-178.67001342773438,0.1503271460533142,-0.34325364232063293,-1.8934777975082397,56000,-0.06419534981250763,-0.002217130968347192,-0.026841163635253906,-0.032112836837768555,-0.004459152929484844,0.04309415817260742,25581.98828125,283.08673095703125,633.9669189453125
20250905_153742.832199,2.0428216457366943,0.1479129195213318,2.946514129638672,-0.042821645736694336,0.8520870804786682,0.053485870361328125,-0.847918689250946,-176.04698181152344,-178.28123474121094,0.2119796723127365,-0.31378814578056335,-1.9383811950683594,56000,-0.06418304145336151,-0.002270621946081519,0.0026655197143554688,-0.03211623430252075,-0.004566201474517584,-0.0016987323760986328,25562.61328125,289.9060363769531,-774.9974975585938
20250905_153742.841824,2.042726993560791,0.14773975312709808,2.946486711502075,-0.042726993560791016,0.8522602319717407,0.053513288497924805,-0.9405357837677002,-176.58853149414062,-178.0635223388672,0.23513394594192505,-0.32366877794265747,-1.9012237787246704,56000,-0.06421594321727753,-0.0023241215385496616,-0.007128715515136719,-0.03204524517059326,-0.004673136863857508,0.03549456596374512,25567.806640625,296.7234191894531,207.79966735839844
20250905_153742.852421,2.042748212814331,0.14798419177532196,2.9464240074157715,-0.042748212814331055,0.8520157933235168,0.053575992584228516,-1.085624098777771,-175.91014099121094,-178.470947265625,0.27140602469444275,-0.3329719305038452,-1.9447983503341675,56000,-0.06429119408130646,-0.002377666300162673,-0.016303062438964844,-0.03206115961074829,-0.004779980983585119,-0.007957220077514648,25560.474609375,303.54052734375,-293.3263854980469
20250905_153742.862180,2.042667865753174,0.14774616062641144,2.9463517665863037,-0.04266786575317383,0.8522538542747498,0.05364823341369629,-1.121653437614441,-176.39013671875,-178.00213623046875,0.28041335940361023,-0.33559176325798035,-1.9067574739456177,56000,-0.06437788158655167,-0.0024312783498317003,-0.018782615661621094,-0.03200089931488037,-0.004886751063168049,0.03013014793395996,25567.615234375,310.35760498046875,285.63739013671875
20250905_153742.872142,2.0426344871520996,0.1477600485086441,2.9463696479797363,-0.04263448715209961,0.8522399663925171,0.05363035202026367,-1.0371569395065308,-176.64051818847656,-178.37086486816406,0.2592892348766327,-0.3121921718120575,-1.924452304840088,56000,-0.06435642391443253,-0.002484917640686035,0.004649162292480469,-0.03197586536407471,-0.00499337911605835,0.012516975402832031,25567.19921875,317.1755676269531,-16.66545867919922
20250905_153742.882388,2.0425591468811035,0.14824143052101135,2.9462711811065674,-0.042559146881103516,0.851758599281311,0.05372881889343262,-1.1181904077529907,-175.9784698486328,-178.5614776611328,0.2795476019382477,-0.3426145613193512,-1.9087666273117065,56000,-0.06447458267211914,-0.002538597211241722,-0.02560138702392578,-0.03191936016082764,-0.0050998711958527565,0.028252601623535156,25552.7578125,323.9915771484375,-577.6583862304688
20250905_153742.892409,2.0424394607543945,0.14828120172023773,2.9460859298706055,-0.04243946075439453,0.8517187833786011,0.05391407012939453,-1.2165323495864868,-175.5075225830078,-178.85348510742188,0.3041330873966217,-0.36545461416244507,-1.8921533823013306,56000,-0.06469688564538956,-0.0025924185756593943,-0.048165321350097656,-0.0318295955657959,-0.005206119269132614,0.04488229751586914,25551.564453125,330.80548095703125,-47.725440979003906
20250905_153742.902635,2.0422561168670654,0.14884650707244873,2.9458799362182617,-0.04225611686706543,0.8511534929275513,0.05412006378173828,-1.2931010723114014,-175.52334594726562,-178.59628295898438,0.32327526807785034,-0.37114885449409485,-1.8682501316070557,56000,-0.0649440735578537,-0.0026464357506483793,-0.053558349609375,-0.03169208765029907,-0.005311988759785891,0.06875395774841309,25534.60546875,337.6169738769531,-678.3663940429688
20250905_153742.912682,2.0421271324157715,0.14938832819461823,2.945671796798706,-0.042127132415771484,0.850611686706543,0.054328203201293945,-1.2987788915634155,-175.3364715576172,-178.7628936767578,0.3246947228908539,-0.3720107674598694,-1.8886436223983765,56000,-0.06519384682178497,-0.0027006599120795727,-0.054116249084472656,-0.03159534931182861,-0.005417468026280403,0.04836916923522949,25518.349609375,344.4240417480469,-650.1853637695312
20250905_153742.922562,2.0422840118408203,0.15068717300891876,2.945553779602051,-0.04228401184082031,0.8493128418922424,0.05444622039794922,-1.3497109413146973,-175.83782958984375,-178.00537109375,0.3374277353286743,-0.3487749695777893,-1.9960657358169556,56000,-0.0653354674577713,-0.0027550470549613237,-0.030684471130371094,-0.031713008880615234,-0.0055229817517101765,-0.05882978439331055,25479.384765625,351.2237243652344,-1558.61376953125
20250905_153742.932284,2.042011022567749,0.15213458240032196,2.9454691410064697,-0.04201102256774902,0.8478654026985168,0.05453085899353027,-1.5545965433120728,-176.06524658203125,-177.7079315185547,0.3886491358280182,-0.3402526080608368,-1.8347656726837158,56000,-0.06543703377246857,-0.002809535712003708,-0.02200603485107422,-0.03150826692581177,-0.005628350656479597,0.1023709774017334,25435.962890625,358.012451171875,-1736.8912353515625
20250905_153742.942080,2.041809320449829,0.15364113450050354,2.945194959640503,-0.0418093204498291,0.8463588953018188,0.05480504035949707,-1.4495130777359009,-176.32321166992188,-177.33192443847656,0.3623782694339752,-0.38991740345954895,-1.8614518642425537,56000,-0.06576605141162872,-0.0028642036486417055,-0.07128715515136719,-0.031356990337371826,-0.005733126308768988,0.0756382942199707,25390.765625,364.7893371582031,-1807.862548828125
20250905_153742.951787,2.04152774810791,0.15530338883399963,2.945009708404541,-0.041527748107910156,0.8446966409683228,0.054990291595458984,-1.6040838956832886,-175.99783325195312,-177.33499145507812,0.40102097392082214,-0.3670727610588074,-1.8313934803009033,56000,-0.06598834693431854,-0.002919101156294346,-0.048165321350097656,-0.031145811080932617,-0.005837297532707453,0.10558962821960449,25340.8984375,371.5535583496094,-1994.7052001953125
