time_s,roll_command,pitch_command,yaw_command,thrust_command
20250902_143047,-0.04943905770778656,-0.058546990156173706,1.5300629138946533,55000
20250902_143047,-0.03121597319841385,-0.04508170858025551,1.5384669303894043,55000
20250902_143047,0.0024604087229818106,-0.046796392649412155,1.5301222801208496,55000
20250902_143047,-0.011471680365502834,-0.05325416848063469,1.5235264301300049,55000
20250902_143047,-0.01800789125263691,-0.057151827961206436,1.5262036323547363,55000
20250902_143047,-0.03703336790204048,-0.06708373874425888,1.527245283126831,55000
20250902_143047,-0.060463257133960724,-0.06338324397802353,1.5277451276779175,55000
20250902_143047,-0.02724924311041832,-0.05836142972111702,1.5382176637649536,55000
20250902_143047,-0.007189246825873852,-0.0375535748898983,1.5325261354446411,55000
20250902_143047,0.019224315881729126,-0.04354608431458473,1.5215885639190674,55000
20250902_143047,-0.00879956129938364,-0.05516819283366203,1.5198771953582764,55000
20250902_143047,-0.045259661972522736,-0.06627362966537476,1.5270216464996338,55000
20250902_143047,-0.07065456360578537,-0.09603919833898544,1.5305304527282715,55000
20250902_143047,-0.0753931924700737,-0.046323902904987335,1.5357428789138794,55000
20250902_143047,-0.025283336639404297,-0.024919284507632256,1.501500129699707,55000
20250902_143047,0.06727080792188644,-0.051893994212150574,1.5387487411499023,55000
20250902_143047,0.018552951514720917,-0.05565950274467468,1.5362995862960815,55000
20250902_143047,-0.06270649284124374,-0.054720330983400345,1.5332342386245728,55000
20250902_143047,-0.06296493858098984,-0.08124914765357971,1.5354825258255005,55000
20250902_143047,-0.06998476386070251,-0.08207211643457413,1.5422968864440918,55000
20250902_143047,-0.03592068329453468,-0.050343096256256104,1.5544811487197876,55000
20250902_143047,0.009662003256380558,-0.055242910981178284,1.5628046989440918,55000
20250902_143047,0.04842372611165047,-0.0249469056725502,1.5628286600112915,55000
20250902_143047,0.01669439859688282,-0.057125937193632126,1.564387321472168,55000
20250902_143047,-0.08329931646585464,-0.0867583304643631,1.5572617053985596,55000
20250902_143047,-0.0972326397895813,-0.06213532015681267,1.5606790781021118,55000
20250902_143047,0.1888706088066101,0.06790124624967575,1.820638656616211,55000
20250902_143047,-0.27936995029449463,-0.18297028541564941,1.5434846878051758,55000
20250902_143047,0.04260588064789772,-0.023744657635688782,1.4986257553100586,55000
