time_s,x,y,z,x_error,y_error,z_error,yaw,pitch,roll,yaw_command,pitch_command,roll_command,thrust_command,pitch_cmd_p,pitch_cmd_i,pitch_cmd_d,roll_cmd_p,roll_cmd_i,roll_cmd_d,thrust_cmd_p,thrust_cmd_i,thrust_cmd_d
20251019_180341.139219,0.9885968565940857,0.07044471055269241,1.0017703771591187,0.011403143405914307,0.9295552968978882,-0.0017703771591186523,-1.2335498332977295,-178.74374389648438,177.08197021484375,1.2335498332977295,0.0038060545921325684,0.032835155725479126,45000,0.004529058933258057,0.0,0.008249282836914062,0.028490722179412842,0.0,-0.0013709068298339844,9295.5244140625,0.0,-2.782419204711914
20251019_180341.139867,0.9886037111282349,0.07044757902622223,1.0018116235733032,0.011396288871765137,0.929552435874939,-0.0018116235733032227,-1.2295926809310913,-178.9777069091797,177.24473571777344,1.2295926809310913,0.01277834177017212,0.027119815349578857,45000,0.0046384334564208984,0.0,0.008749961853027344,0.028527826070785522,0.0,0.002968311309814453,9295.01953125,0.0,-48.92721939086914
20251019_180341.140675,0.9885888695716858,0.0704980194568634,1.0018553733825684,0.011411130428314209,0.929502010345459,-0.0018553733825683594,-1.189974308013916,-178.99769592285156,177.39434814453125,1.189974308013916,0.013388395309448242,0.031496137380599976,45000,0.0044095516204833984,0.0,-0.018310546875,0.028445422649383545,0.0,-0.006592273712158203,9294.1982421875,0.0,-79.67837524414062
20251019_180341.141468,0.9886218309402466,0.07058016210794449,1.0017638206481934,0.011378169059753418,0.9294198155403137,-0.0017638206481933594,-1.2818371057510376,-179.15090942382812,177.47735595703125,1.2818371057510376,-0.013900995254516602,0.021853148937225342,45000,0.004360377788543701,0.0,-0.003933906555175781,0.028488188982009888,0.0,0.003421306610107422,9294.1181640625,0.0,-7.82690954208374
20251019_180341.142275,0.988604724407196,0.07058823108673096,1.0017441511154175,0.011395275592803955,0.929411768913269,-0.0017441511154174805,-1.3071892261505127,-179.244384765625,177.5838165283203,1.3071892261505127,0.0004264712333679199,0.03190949559211731,45000,0.004502236843109131,0.0,0.011348724365234375,0.02853095531463623,0.0,0.003421306610107422,9295.02734375,0.0,88.24967193603516
20251019_180341.143285,0.9885876178741455,0.07049725204706192,1.0018008947372437,0.011412382125854492,0.9295027256011963,-0.0018008947372436523,-1.1839696168899536,-178.95632934570312,177.30352783203125,1.1839696168899536,0.015850961208343506,0.03195226192474365,45000,0.0045105814933776855,0.0,0.000667572021484375,0.028454363346099854,0.0,-0.006127357482910156,9295.962890625,0.0,90.69964599609375
20251019_180341.144529,0.9886182546615601,0.07040374726057053,1.001804232597351,0.011381745338439941,0.9295962452888489,-0.0018042325973510742,-1.2680728435516357,-179.05809020996094,177.44451904296875,1.2680728435516357,0.0051781535148620605,0.022327005863189697,45000,0.004500150680541992,0.0,-0.0008344650268554688,0.02845749258995056,0.0,0.0002503395080566406,9295.6171875,0.0,-33.51189041137695
20251019_180341.145496,0.9886170029640198,0.07043829560279846,1.0018000602722168,0.011382997035980225,0.9295617341995239,-0.0018000602722167969,-1.2552753686904907,-178.96351623535156,177.29928588867188,1.2552753686904907,0.0036656856536865234,0.028707832098007202,45000,0.004462301731109619,0.0,-0.0030279159545898438,0.028563588857650757,0.0,0.008487701416015625,9295.05078125,0.0,-54.95458984375
20251019_180341.146659,0.9885745644569397,0.07049494981765747,1.0017849206924438,0.011425435543060303,0.9295050501823425,-0.0017849206924438477,-1.2474395036697388,-178.807373046875,177.26980590820312,1.2474395036697388,0.0014343857765197754,0.03705129027366638,45000,0.004462599754333496,0.0,2.384185791015625e-05,0.028485357761383057,0.0,-0.006258487701416016,9294.8271484375,0.0,-21.688417434692383
20251019_180341.147515,0.9886058568954468,0.07051730901002884,1.0017850399017334,0.011394143104553223,0.9294826984405518,-0.0017850399017333984,-1.2333096265792847,-179.0737762451172,177.3120574951172,1.2333096265792847,0.004486441612243652,0.02222687005996704,45000,0.004340708255767822,0.0,-0.009751319885253906,0.028544366359710693,0.0,0.0047206878662109375,9293.990234375,0.0,-81.19605255126953
20251019_180341.148642,0.9885822534561157,0.07060101628303528,1.0017362833023071,0.011417746543884277,0.9293990135192871,-0.001736283302307129,-1.2138041257858276,-179.33551025390625,177.6634521484375,1.2138041257858276,-0.005410611629486084,0.03326505422592163,45000,0.0044220685958862305,0.0,0.006508827209472656,0.028433650732040405,0.0,-0.008857250213623047,9294.9169921875,0.0,89.94080352783203
20251019_180341.149645,0.9886265397071838,0.07050829380750656,1.0017688274383545,0.011373460292816162,0.9294916987419128,-0.0017688274383544922,-1.221737027168274,-179.2248077392578,177.5352325439453,1.221737027168274,0.010930895805358887,0.01957640051841736,45000,0.004465579986572266,0.0,0.0034809112548828125,0.028471052646636963,0.0,0.0029921531677246094,9294.96875,0.0,4.993900775909424
