time_s,roll_command,pitch_command,yaw_command,thrust_command
20250829_162613,-2.0656282901763916,0.003027874045073986,-1.770167589187622,55000
20250829_162613,-2.121598482131958,-0.07653850317001343,-1.7848703861236572,55000
20250829_162613,-2.160346508026123,-0.059817831963300705,-1.7863357067108154,55000
20250829_162613,-2.1544132232666016,-0.07886992394924164,-1.7627202272415161,55000
20250829_162613,-2.0560381412506104,-0.018485261127352715,-1.7488048076629639,55000
20250829_162613,-2.136613368988037,-0.02086423896253109,-1.7625559568405151,55000
20250829_162613,-2.1030972003936768,-0.024629421532154083,-1.7481331825256348,55000
20250829_162613,-2.099315643310547,0.006609083618968725,-1.7692787647247314,55000
20250829_162613,-2.1903133392333984,-0.11558742076158524,-1.7516719102859497,55000
20250829_162613,-2.1670851707458496,-0.03600163757801056,-1.7586522102355957,55000
20250829_162613,-2.157836437225342,-0.03295614570379257,-1.7554068565368652,55000
20250829_162613,-2.138343572616577,-0.04815022274851799,-1.7501819133758545,55000
20250829_162613,-2.1787428855895996,-0.013590513728559017,-1.7228474617004395,55000
20250829_162613,-2.112269878387451,0.0021751599851995707,-1.769252896308899,55000
20250829_162613,-2.1924428939819336,-0.08318181335926056,-1.786417007446289,55000
20250829_162613,-2.208472728729248,-0.020624034106731415,-1.7713643312454224,55000
20250829_162613,-2.2241368293762207,-0.08514905720949173,-1.755904197692871,55000
20250829_162613,-2.1927716732025146,-0.0336422398686409,-1.7502453327178955,55000
20250829_162613,-2.171952247619629,-0.03859264403581619,-1.7284729480743408,55000
20250829_162613,-2.219088315963745,-0.07261165976524353,-1.736443042755127,55000
20250829_162613,-2.1871721744537354,0.027793698012828827,-1.7324001789093018,55000
20250829_162613,-2.26816725730896,-0.09875109791755676,-1.7178391218185425,55000
20250829_162613,-2.2729742527008057,-0.03983469679951668,-1.7276657819747925,55000
20250829_162613,-2.3150970935821533,-0.041286543011665344,-1.759967565536499,55000
20250829_162613,-2.2816600799560547,-0.06989967077970505,-1.7776561975479126,55000
20250829_162613,-2.264204263687134,-0.012619337067008018,-1.8061044216156006,55000
20250829_162613,-2.343665838241577,-0.02873779833316803,-1.8360753059387207,55000
20250829_162613,-2.35421085357666,-0.020283883437514305,-1.9009653329849243,55000
20250829_162613,-2.225877285003662,-0.058229655027389526,-1.8771471977233887,55000
20250829_162613,-2.3326616287231445,-0.006526774726808071,-1.9410812854766846,55000
20250829_162613,-2.3662171363830566,-0.07246367633342743,-1.9661657810211182,55000
20250829_162613,-2.295912027359009,-0.031830113381147385,-1.9894429445266724,55000
20250829_162613,-2.2773046493530273,0.06424298137426376,-1.9931745529174805,55000
20250829_162613,-2.3325395584106445,-0.05006023123860359,-2.068779230117798,55000
20250829_162613,-1.5550833940505981,0.28733304142951965,-2.102281332015991,48866
20250829_162613,-2.2937636375427246,-0.20407845079898834,-2.1206581592559814,54808
20250829_162613,-2.2565479278564453,-0.10083125531673431,-2.177018404006958,55000
20250829_162613,-2.209806203842163,-0.07907521724700928,-2.189995765686035,54882
20250829_162613,-2.2231998443603516,-0.0796547681093216,-2.1641831398010254,54900
20250829_162613,-2.0097413063049316,0.02972211316227913,-2.1930325031280518,53568
20250829_162613,-2.1770236492156982,-0.03633023798465729,-2.2699618339538574,53452
20250829_162613,-2.242248296737671,-0.14519567787647247,-2.2497453689575195,53971
20250829_162613,-2.1748082637786865,-0.03377760946750641,-2.3192362785339355,53093
20250829_162613,-2.2539591789245605,-0.054543741047382355,-2.3217766284942627,53135
20250829_162613,-1.9796698093414307,-0.007984334602952003,-2.387728691101074,52277
20250829_162613,-2.286486864089966,0.014149160124361515,-2.3830602169036865,52269
20250829_162613,-2.0100162029266357,-0.0162745900452137,-2.4511358737945557,51986
20250829_162613,-1.9419591426849365,-0.04167553037405014,-2.4727110862731934,51287
20250829_162613,-2.0499989986419678,0.063099205493927,-2.404670238494873,50790
20250829_162613,-2.0865936279296875,-0.018627483397722244,-2.414250373840332,51454
20250829_162613,-2.1228344440460205,-0.05789603292942047,-2.4579827785491943,50943
20250829_162613,-1.970138669013977,0.04349138215184212,-2.376121997833252,50071
20250829_162613,-1.8640615940093994,0.05106496065855026,-2.426312208175659,50170
20250829_162613,-1.9778547286987305,0.035592835396528244,-2.449242353439331,49474
20250829_162613,-1.8650598526000977,0.003629412967711687,-2.4774365425109863,49740
20250829_162613,-2.0114824771881104,0.06263361126184464,-2.4489173889160156,49494
20250829_162613,-2.0011143684387207,-0.08032168447971344,-2.5363850593566895,49599
20250829_162613,-1.9157472848892212,0.064971923828125,-2.5326483249664307,48855
20250829_162613,-1.8798433542251587,0.021907325834035873,-2.5277116298675537,48622
20250829_162613,-1.9633010625839233,0.0631745457649231,-2.5213141441345215,48573
20250829_162613,-1.9671175479888916,-0.005130206700414419,-2.5325636863708496,48310
20250829_162613,-1.9453591108322144,-0.018344754353165627,-2.5207743644714355,48064
20250829_162613,-2.002718210220337,0.04748561978340149,-2.5402746200561523,47906
20250829_162613,-1.9024064540863037,-8.369085844606161e-05,-2.5289292335510254,47648
20250829_162613,-1.9564405679702759,0.0038323283661156893,-2.5624234676361084,47817
20250829_162613,-1.88571035861969,0.019066927954554558,-2.5585429668426514,47439
20250829_162613,-2.18534517288208,-0.0011400611838325858,-2.538597583770752,51167
20250829_162613,0.06149929761886597,0.09175802022218704,-2.549011707305908,42000
20250829_162613,-1.6972705125808716,0.028302161023020744,-2.53759503364563,43759
20250829_162613,-1.9415968656539917,-0.006036608479917049,-2.5537009239196777,46666
20250829_162613,-1.8843401670455933,-0.014291806146502495,-2.5589523315429688,46677
20250829_162613,-1.8290141820907593,-0.008538723923265934,-2.5424115657806396,46113
20250829_162613,-1.8797804117202759,-0.0429065115749836,-2.5276453495025635,46331
20250829_162613,-1.8511571884155273,0.0025808189529925585,-2.513861894607544,46058
20250829_162613,-1.9065555334091187,0.024245185777544975,-2.511082649230957,46247
20250829_162613,-1.8751156330108643,-0.012856945395469666,-2.506573438644409,45556
20250829_162613,-1.8412340879440308,-0.013869687914848328,-2.494314670562744,45665
20250829_162613,-1.8529777526855469,-0.026240982115268707,-2.470857858657837,45596
20250829_162613,-1.7814956903457642,-0.03479427844285965,-2.4648237228393555,45312
20250829_162613,-1.9111896753311157,0.004622958600521088,-2.4996955394744873,45747
20250829_162613,-1.8112456798553467,-0.03648736700415611,-2.469456672668457,45091
20250829_162614,-2.149017095565796,-0.030555961653590202,-2.462695837020874,49441
20250829_162614,-0.4623422920703888,-0.2078159600496292,-2.494992733001709,42000
20250829_162614,-1.3821934461593628,-0.030876584351062775,-2.4435935020446777,42000
20250829_162614,-1.7870937585830688,-0.05086559057235718,-2.4206607341766357,44974
20250829_162614,-1.7408499717712402,-0.0569785051047802,-2.441056251525879,44741
20250829_162614,-1.8011656999588013,-0.046095848083496094,-2.4334146976470947,44815
20250829_162614,-1.813600778579712,-0.11603451520204544,-2.4561121463775635,44581
20250829_162614,-1.7050421237945557,-0.05495848134160042,-2.4154586791992188,43669
20250829_162614,-1.7700847387313843,-0.08484716713428497,-2.4154458045959473,44538
20250829_162614,-1.6424509286880493,-0.049107156693935394,-2.36407208442688,44433
20250829_162614,-2.1162641048431396,-0.04814908653497696,-2.331221103668213,48336
20250829_162614,1.562050461769104,-0.31221523880958557,-2.3525004386901855,42000
20250829_162614,-1.4798163175582886,-0.13298247754573822,-2.352442741394043,42341
20250829_162614,-1.7820117473602295,-0.11847324669361115,-2.270679473876953,43909
20250829_162614,-1.654066801071167,-0.09017564356327057,-2.2827560901641846,43883
20250829_162614,-1.5722705125808716,-0.053381215780973434,-2.2181992530822754,43698
20250829_162614,-1.6583629846572876,-0.06700301915407181,-2.1969528198242188,44279
20250829_162614,-1.612827181816101,-0.08911863714456558,-2.2070343494415283,43789
20250829_162614,-1.6192517280578613,-0.09384805709123611,-2.236583709716797,43715
20250829_162614,-1.720345377922058,-0.07402985543012619,-2.2086546421051025,44208
20250829_162614,-1.5402405261993408,-0.18273156881332397,-2.204362630844116,42798
20250829_162614,-1.5513358116149902,-0.0977490097284317,-2.168426513671875,43634
20250829_162614,-1.5797823667526245,-0.09249705821275711,-2.1261560916900635,43773
20250829_162614,-1.607263445854187,-0.049636952579021454,-2.1002514362335205,44105
20250829_162614,-1.5396713018417358,-0.08190426975488663,-2.0918900966644287,43384
20250829_162614,-1.519139051437378,-0.1257072240114212,-2.097614288330078,43239
20250829_162614,-1.4923542737960815,-0.14294104278087616,-2.127371072769165,43500
20250829_162614,-1.5162274837493896,-0.11692629009485245,-2.0624258518218994,43341
20250829_162614,-1.5424884557724,-0.14641867578029633,-2.044132947921753,43602
20250829_162614,-1.477394700050354,-0.15640804171562195,-2.0389559268951416,43488
20250829_162614,-1.3909322023391724,-0.15897728502750397,-2.0387492179870605,42765
20250829_162614,-1.49173903465271,-0.16177046298980713,-2.0476925373077393,43431
20250829_162614,-1.4709224700927734,-0.1270207166671753,-2.0290136337280273,43112
20250829_162614,-1.3900671005249023,-0.09483137726783752,-2.027819871902466,42869
20250829_162614,-1.464431881904602,-0.19034703075885773,-1.996419906616211,43189
20250829_162614,-1.479308843612671,-0.1758367121219635,-1.9980530738830566,43421
20250829_162614,-1.3246898651123047,-0.16293130815029144,-1.986297845840454,43069
20250829_162614,-1.3887702226638794,-0.17649047076702118,-1.9672579765319824,43203
20250829_162614,-1.4432491064071655,-0.15970174968242645,-1.949594497680664,43350
20250829_162614,-1.4910836219787598,-0.13926614820957184,-1.903188943862915,43108
20250829_162614,-1.3375062942504883,-0.1699896603822708,-1.9445314407348633,42784
20250829_162614,-1.3658719062805176,-0.17566372454166412,-1.9071435928344727,43130
20250829_162614,-1.3351030349731445,-0.17628546059131622,-1.8727803230285645,43176
20250829_162614,-1.2721551656723022,-0.1835126280784607,-1.8693290948867798,42744
20250829_162614,-1.3547779321670532,-0.18639013171195984,-1.8523651361465454,43178
20250829_162614,-1.3708279132843018,-0.23175466060638428,-1.857994794845581,43235
20250829_162614,-1.313778281211853,-0.1706266701221466,-1.8477778434753418,42975
20250829_162614,-1.1576995849609375,-0.27612313628196716,-1.877608299255371,42384
20250829_162614,-1.3197073936462402,-0.20324277877807617,-1.8720650672912598,43204
20250829_162614,-1.241239070892334,-0.22259996831417084,-1.8924453258514404,43031
