time_s,roll_command,pitch_command,yaw_command,thrust_command
20250829_145050,0.0,-0.0,0.4229297339916229,55000
20250829_145050,0.0,-0.0,0.42591187357902527,55000
20250829_145050,0.0,-0.0,0.4388408958911896,55000
20250829_145050,0.0,-0.0,0.4240782558917999,55000
20250829_145050,0.0,-0.0,0.44093236327171326,55000
20250829_145050,0.0,-0.0,0.4411316514015198,55000
20250829_145050,0.0,-0.0,0.4252362549304962,55000
20250829_145050,0.0,-0.0,0.4249687194824219,55000
20250829_145050,0.0,-0.0,0.42425695061683655,55000
20250829_145050,0.0,-0.0,0.43881016969680786,55000
20250829_145050,0.0,-0.0,0.42593586444854736,55000
20250829_145050,0.0,-0.0,0.4384792745113373,55000
20250829_145050,0.0,-0.0,0.4420313835144043,55000
20250829_145050,0.0,-0.0,0.4282350242137909,55000
20250829_145050,0.0,-0.0,0.4459645748138428,55000
20250829_145050,0.0,-0.0,0.42298102378845215,55000
20250829_145050,0.0,-0.0,0.4506700932979584,55000
20250829_145050,0.0,-0.0,0.4327605068683624,55000
20250829_145050,0.0,-0.0,0.42743155360221863,55000
20250829_145050,0.0,-0.0,0.4395243227481842,55000
20250829_145050,0.0,-0.0,0.43559929728507996,55000
20250829_145050,0.0,-0.0,0.4208821654319763,55000
20250829_145050,0.0,-0.0,0.363748699426651,55000
20250829_145050,0.0,-0.0,0.3152785003185272,55000
20250829_145050,0.0,-0.0,0.24893571436405182,55000
20250829_145050,0.0,-0.0,0.19959990680217743,55000
20250829_145050,0.0,-0.0,0.12113208323717117,55000
20250829_145050,0.0,-0.0,0.07585058361291885,55000
20250829_145050,0.0,-0.0,0.027281848713755608,55000
20250829_145050,0.0,-0.0,-0.014566355384886265,55000
20250829_145050,0.0,-0.0,0.010245312936604023,55000
20250829_145050,0.0,-0.0,-0.03797433152794838,55000
20250829_145050,0.0,-0.0,-0.07514733076095581,55000
20250829_145050,0.0,-0.0,-0.08666113018989563,55000
20250829_145050,0.0,-0.0,-0.12276410311460495,55000
20250829_145050,0.0,-0.0,-0.1680814027786255,50748
20250829_145050,0.0,-0.0,-0.18560181558132172,46216
20250829_145050,8.646719932556152,-0.0,-0.20454217493534088,53899
20250829_145050,0.22266876697540283,-0.0,-0.2440313845872879,55000
20250829_145050,0.12501126527786255,-0.0,-0.2594379484653473,54958
20250829_145050,0.13914357125759125,-0.0,-0.3253491222858429,54801
20250829_145050,0.0846588984131813,-0.0,-0.3423531949520111,54305
20250829_145050,0.13323210179805756,-0.0,-0.3770935833454132,54181
20250829_145050,0.06895403563976288,-0.0,-0.40118592977523804,53388
20250829_145050,0.1274038553237915,-0.0,-0.43875300884246826,53419
20250829_145050,0.12365937232971191,-0.0,-0.5084584355354309,53206
20250829_145050,0.06404583901166916,-0.0,-0.5229507684707642,52600
20250829_145050,0.05208906903862953,-0.0,-0.5829969048500061,52175
20250829_145050,0.07086181640625,-0.0,-0.597572922706604,52632
20250829_145050,0.06650304794311523,-0.0,-0.6141099333763123,51293
20250829_145050,0.08058598637580872,-0.0,-0.6761866807937622,51069
20250829_145050,0.05759216472506523,-0.0,-0.6748079061508179,51396
20250829_145050,0.11741127073764801,-0.0,-0.7102376222610474,51082
20250829_145050,0.15263605117797852,-0.0,-0.7225632667541504,50596
20250829_145050,-0.04288218170404434,-0.0,-0.6785908341407776,50493
20250829_145050,0.01196946669369936,-0.0,-0.5924605131149292,49862
20250829_145050,0.02178150787949562,-0.0,-0.6244598627090454,50190
20250829_145050,0.0154148880392313,-0.0,-0.48578038811683655,53646
20250829_145050,-0.3703024983406067,-0.0,-0.5960225462913513,42000
20250829_145050,-0.0031800069846212864,-0.0,-0.4981774687767029,48295
