time_s,roll_command,pitch_command,yaw_command,thrust_command
20250902_104947,0.0,-0.03690538555383682,-0.9166401028633118,55000
20250902_104947,0.0,-0.04310273751616478,-0.9108413457870483,55000
20250902_104947,0.0,-0.06262912601232529,-0.9321696758270264,55000
20250902_104947,0.0,-0.07339442521333694,-0.9306143522262573,55000
20250902_104947,0.0,-0.04580377787351608,-0.9231142997741699,55000
20250902_104947,0.0,-0.0350162498652935,-0.9290385246276855,55000
20250902_104947,0.0,-0.037687599658966064,-0.9167590737342834,55000
20250902_104947,0.0,-0.043392885476350784,-0.917500913143158,55000
20250902_104947,0.0,-0.06329934298992157,-0.9339680671691895,55000
20250902_104947,0.0,-0.06982448697090149,-0.9285998344421387,55000
20250902_104947,0.0,-0.06488512456417084,-0.920534610748291,55000
20250902_104947,0.0,-0.0223285760730505,-0.9352957010269165,55000
20250902_104947,0.0,-0.02205747738480568,-0.9227525591850281,55000
20250902_104947,0.0,-0.05485110357403755,-0.9207987785339355,55000
20250902_104947,0.0,-0.06560400873422623,-0.9177169799804688,55000
20250902_104947,0.0,-0.07139275968074799,-0.9286899566650391,55000
20250902_104947,0.0,-0.05795755982398987,-0.9243630766868591,55000
20250902_104947,0.0,-0.05233226716518402,-0.9339739084243774,55000
20250902_104947,0.0,-0.018551316112279892,-0.9228549599647522,55000
20250902_104947,0.0,-0.02825958840548992,-0.9224436283111572,55000
20250902_104947,0.0,-0.08703793585300446,-0.9199699759483337,55000
20250902_104947,0.0,-0.08642424643039703,-0.9187188744544983,55000
20250902_104947,0.0,-0.08208238333463669,-0.900433361530304,55000
20250902_104947,0.0,-0.07352190464735031,-0.8902049660682678,55000
20250902_104947,0.0,-0.044581975787878036,-0.9149647355079651,55000
20250902_104947,0.0,-0.036238592118024826,-0.9055281281471252,55000
20250902_104947,0.0,-0.1277121752500534,-0.9217377305030823,55000
20250902_104947,0.0,-0.1342649608850479,-0.955511212348938,55000
20250902_104947,0.0,-0.08869506418704987,-1.0016114711761475,55000
20250902_104947,0.0,-0.15043200552463531,-1.024303913116455,55000
20250902_104948,0.0,-0.1276293396949768,-1.0363949537277222,55000
20250902_104948,0.0,-0.17767180502414703,-1.059510350227356,55000
20250902_104948,0.0,-0.17860278487205505,-1.0759198665618896,55000
20250902_104948,0.0,-0.18987229466438293,-1.1157827377319336,55000
20250902_104948,0.0,-0.21031880378723145,-1.1507128477096558,55000
20250902_104948,0.0,-0.19150632619857788,-1.1675634384155273,55000
20250902_104948,0.0,-0.16253352165222168,-1.2050635814666748,55000
20250902_104948,0.0,-0.2087869644165039,-1.2473784685134888,55000
20250902_104948,0.0,-0.24177035689353943,-1.2504938840866089,55000
20250902_104948,0.0,-0.2094634771347046,-1.265245795249939,55000
20250902_104948,0.0,-0.24367593228816986,-1.3123342990875244,54991
20250902_104948,0.0,-0.2583637535572052,-1.3355250358581543,54677
20250902_104948,-4.836464881896973,-0.22922420501708984,-1.341667652130127,54332
20250902_104948,-0.09085243195295334,-0.2613081932067871,-1.3760539293289185,54412
