time_s,roll_command,pitch_command,yaw_command,thrust_command
20250902_120237,0.010720259509980679,-0.12744051218032837,-2.1625750064849854,55000
20250902_120237,-0.04316873475909233,-0.1583990901708603,-2.127837657928467,55000
20250902_120237,-0.04053455963730812,-0.10831934958696365,-2.199267864227295,55000
20250902_120237,0.0019360865699127316,-0.12906675040721893,-2.2050209045410156,55000
20250902_120237,-0.05070662125945091,-0.13391488790512085,-2.1989729404449463,55000
20250902_120237,-0.13894255459308624,-0.14371010661125183,-2.2147364616394043,55000
20250902_120237,0.03565104305744171,-0.14073874056339264,-2.136423110961914,55000
20250902_120237,-0.06902127712965012,-0.13580331206321716,-2.1589057445526123,55000
20250902_120237,-0.08990830183029175,-0.10048358142375946,-2.218519926071167,55000
20250902_120237,0.08186975121498108,-0.1469382643699646,-2.2095699310302734,55000
20250902_120237,-0.07035127282142639,-0.15065960586071014,-2.1964101791381836,55000
20250902_120237,-0.07724623382091522,-0.14924198389053345,-2.185126781463623,55000
20250902_120237,-0.03834216296672821,-0.12636390328407288,-2.1632230281829834,55000
20250902_120237,-0.09081229567527771,-0.12599487602710724,-2.1857991218566895,55000
20250902_120237,-0.025180665776133537,-0.1443563997745514,-2.181859016418457,55000
20250902_120237,0.04211282730102539,-0.1361752152442932,-2.2038376331329346,55000
20250902_120237,-0.040823157876729965,-0.11120203137397766,-2.205676317214966,55000
20250902_120237,-0.1408195197582245,-0.14350378513336182,-2.2178146839141846,55000
20250902_120237,0.01804606057703495,-0.16352765262126923,-2.1668879985809326,55000
20250902_120237,-0.03380972146987915,-0.13063602149486542,-2.1304686069488525,55000
20250902_120237,-0.11109496653079987,-0.1194676011800766,-2.1654491424560547,55000
20250902_120237,0.0018835030496120453,-0.13994036614894867,-2.1646833419799805,55000
20250902_120237,-0.06771670281887054,-0.13946238160133362,-2.1666698455810547,55000
20250902_120237,-0.10275489091873169,-0.12520155310630798,-2.150838851928711,55000
20250902_120237,-0.11849457770586014,-0.15228550136089325,-2.1449172496795654,55000
20250902_120237,0.05458042398095131,-0.11089359223842621,-2.107151985168457,55000
20250902_120237,-0.09430796653032303,-0.08266036957502365,-2.1612250804901123,55000
20250902_120237,-0.0023412785958498716,-0.12186569720506668,-2.195477247238159,55000
20250902_120237,0.06187853589653969,-0.10764028131961823,-2.2305750846862793,55000
20250902_120237,-0.05368206650018692,-0.09600993990898132,-2.2573893070220947,55000
20250902_120237,-0.1068628653883934,-0.08711057156324387,-2.258085012435913,55000
20250902_120237,-0.14290940761566162,-0.08868749439716339,-2.19195818901062,55000
20250902_120237,-0.020404236391186714,-0.06020300090312958,-2.2343192100524902,55000
20250902_120237,-0.09295221418142319,-0.10419246554374695,-2.2898716926574707,55000
20250902_120237,-0.03162435069680214,-0.08455482125282288,-2.2929348945617676,55000
20250902_120237,-0.038687653839588165,-0.05564747005701065,-2.3274991512298584,55000
20250902_120237,-0.05952172353863716,-0.15971380472183228,-2.3025031089782715,55000
20250902_120237,-0.1725616157054901,-0.0962987169623375,-2.263864755630493,55000
20250902_120237,-0.03799574077129364,-0.08689279854297638,-2.238044023513794,55000
20250902_120237,-0.08142905682325363,-0.027994979172945023,-2.3293251991271973,55000
20250902_120237,0.04366089403629303,-0.06333690136671066,-2.4097602367401123,55000
20250902_120237,-0.05284897983074188,-0.07810762524604797,-2.4539997577667236,55000
20250902_120237,-0.20806260406970978,-0.06669539213180542,-2.47270131111145,54989
20250902_120237,-0.2715553939342499,-0.07305093109607697,-2.3832645416259766,53592
20250902_120237,-0.019465740770101547,-0.1109878420829773,-2.4682018756866455,54743
20250902_120237,-0.029971636831760406,-0.07225262373685837,-2.5163581371307373,53607
20250902_120237,-0.1925584077835083,-0.09820038080215454,-2.6282882690429688,53341
20250902_120237,-0.10076955705881119,-0.05415257439017296,-2.6613407135009766,53374
20250902_120237,-0.17955201864242554,-0.11936620622873306,-2.712461233139038,53034
20250902_120237,-0.32047751545906067,-0.08643848448991776,-2.7007179260253906,52529
20250902_120237,-0.17206412553787231,-0.11851007491350174,-2.7243738174438477,52225
20250902_120237,-0.2715871334075928,-0.13213634490966797,-2.733830690383911,51718
20250902_120237,-0.27663522958755493,-0.06912999600172043,-2.8245208263397217,51698
20250902_120237,-0.18394038081169128,-0.08296298235654831,-2.8608837127685547,51439
20250902_120237,-0.25539669394493103,-0.10273119062185287,-2.8935904502868652,51318
20250902_120237,-0.3358666002750397,-0.16215884685516357,-2.865415096282959,50266
20250902_120237,-0.28413650393486023,-0.04960700497031212,-2.8436601161956787,51113
20250902_120237,-0.3246191143989563,-0.15296664834022522,-2.8253142833709717,49721
20250902_120237,-0.3763396441936493,-0.07863716036081314,-2.9280028343200684,50166
20250902_120237,-0.24150805175304413,-0.10840102285146713,-2.927098035812378,49848
20250902_120237,-0.3144318759441376,-0.08978361636400223,-2.9434921741485596,50012
20250902_120237,-0.3383815288543701,-0.08766258507966995,-2.962160587310791,49311
20250902_120237,-0.46145668625831604,-0.19515374302864075,-2.9926185607910156,49162
20250902_120237,-0.3739526569843292,-0.09408769756555557,-2.9621565341949463,49333
20250902_120237,-0.47120997309684753,-0.18614420294761658,-2.942429304122925,48246
20250902_120237,-0.4221833348274231,-0.09021895378828049,-3.0409743785858154,48766
20250902_120237,-0.3958607614040375,-0.11826220154762268,-3.12601637840271,49042
20250902_120237,-0.49233511090278625,-0.15875539183616638,-3.0849974155426025,47909
20250902_120238,-0.5038812160491943,-0.19217710196971893,-3.092684030532837,48023
20250902_120238,-0.5182792544364929,-0.1822567880153656,-3.0562987327575684,47834
20250902_120238,-0.5459773540496826,-0.20538821816444397,-3.053417205810547,47705
20250902_120238,-0.5531262755393982,-0.1552346646785736,-3.111517906188965,47429
20250902_120238,-0.4675680994987488,-0.15909665822982788,-3.141080617904663,47423
20250902_120238,-0.48404547572135925,-0.18314364552497864,-3.139680862426758,47412
20250902_120238,-0.6036491394042969,-0.2453252524137497,-3.1253764629364014,47034
20250902_120238,-0.6433519124984741,-0.2013387680053711,-3.147672414779663,46968
20250902_120238,-0.6018279194831848,-0.2486071139574051,-3.144036054611206,46775
20250902_120238,-0.661120593547821,-0.2013985961675644,-3.095771551132202,46330
20250902_120238,-0.47583234310150146,-0.20129533112049103,-3.1293551921844482,47008
20250902_120238,-0.5738744139671326,-0.20885777473449707,-3.0982282161712646,46363
20250902_120238,-0.6352972388267517,-0.24662575125694275,-3.112320899963379,46237
20250902_120238,-0.7337247729301453,-0.2446906864643097,-3.0707342624664307,45912
20250902_120238,-0.6651087999343872,-0.28666171431541443,-3.0916972160339355,46039
20250902_120238,-0.6698221564292908,-0.24950122833251953,-3.051257848739624,45910
20250902_120238,-0.6350400447845459,-0.24483171105384827,-3.067526340484619,45864
20250902_120238,-0.6239743232727051,-0.25561198592185974,-3.0498178005218506,45800
20250902_120238,-0.700425386428833,-0.3000933527946472,-3.019429922103882,45952
20250902_120238,-0.7333904504776001,-0.30591559410095215,-3.036292314529419,45209
20250902_120238,-0.7434077858924866,-0.2932763397693634,-3.0023295879364014,45463
20250902_120238,-0.7206480503082275,-0.3036262094974518,-2.9920029640197754,45237
20250902_120238,-0.7065094113349915,-0.3173850476741791,-3.011643171310425,45478
20250902_120238,-0.6513211131095886,-0.3437228798866272,-3.007317543029785,44995
20250902_120238,-0.7229700684547424,-0.3259723484516144,-3.0140089988708496,45351
20250902_120238,-0.7732281684875488,-0.3524852693080902,-3.0029146671295166,44922
20250902_120238,-0.7915484309196472,-0.3733753263950348,-2.9562857151031494,44689
20250902_120238,-0.7271232008934021,-0.3332742154598236,-2.964041233062744,44739
20250902_120238,-0.6824824213981628,-0.3570093810558319,-2.939669132232666,44979
20250902_120238,-0.6849488615989685,-0.36492958664894104,-2.93565034866333,44497
20250902_120238,-0.6843444108963013,-0.36671772599220276,-2.92661714553833,44754
20250902_120238,-0.7030876278877258,-0.42809274792671204,-2.913153648376465,44514
20250902_120238,-0.7647178173065186,-0.4012105166912079,-2.8884079456329346,44579
20250902_120238,-0.7744809985160828,-0.4192531704902649,-2.8968217372894287,44278
20250902_120238,-0.7007945775985718,-0.35679855942726135,-2.860661506652832,44684
20250902_120238,-0.716358482837677,-0.4789853096008301,-2.829010486602783,44170
20250902_120238,-0.6858829855918884,-0.4116555452346802,-2.8524279594421387,44292
20250902_120238,-0.6867833733558655,-0.4063883423805237,-2.8098034858703613,44592
20250902_120238,-0.7674164772033691,-0.43854209780693054,-2.7760441303253174,44299
20250902_120238,-0.7442218065261841,-0.4528214931488037,-2.787691116333008,44031
20250902_120238,-0.7267172336578369,-0.45534560084342957,-2.742093324661255,44230
20250902_120238,-0.6804332733154297,-0.4637033939361572,-2.759064197540283,43977
20250902_120238,-0.6502233147621155,-0.4539344906806946,-2.7361135482788086,44032
20250902_120238,-0.6554125547409058,-0.4520319998264313,-2.7066614627838135,44222
20250902_120238,-0.7179520726203918,-0.4643823504447937,-2.6917355060577393,44057
20250902_120238,-0.7353564500808716,-0.504414975643158,-2.6830859184265137,43863
20250902_120238,-0.6526506543159485,-0.4739875793457031,-2.602970838546753,44157
20250902_120238,-0.728180468082428,-0.4920758008956909,-2.62839412689209,43761
20250902_120238,-0.6333110332489014,-0.50066739320755,-2.6141607761383057,43966
20250902_120238,-0.6342801451683044,-0.48091137409210205,-2.565244436264038,44006
20250902_120238,-0.6610202789306641,-0.5194333791732788,-2.5801961421966553,43828
20250902_120238,-0.7312825918197632,-0.5356733798980713,-2.54862642288208,43749
20250902_120238,-0.6774207353591919,-0.5321555733680725,-2.470258951187134,43907
20250902_120238,-0.7747291326522827,-0.4973469376564026,-2.5094711780548096,43650
20250902_120238,-0.6654723882675171,-0.5083693861961365,-2.4782581329345703,43986
20250902_120238,-0.5657665729522705,-0.5815845131874084,-2.4747002124786377,43747
20250902_120238,-0.661847710609436,-0.5344325304031372,-2.4366953372955322,43905
20250902_120238,-0.6880149245262146,-0.574173092842102,-2.3865966796875,43591
20250902_120238,-0.6917989253997803,-0.582557201385498,-2.379239082336426,43737
20250902_120238,-0.5983809232711792,-0.5855692625045776,-2.3841331005096436,43768
20250902_120238,-0.6370747089385986,-0.5845574736595154,-2.3203232288360596,43678
20250902_120238,-0.6005057096481323,-0.5830509066581726,-2.3317031860351562,43907
20250902_120238,-0.5873135328292847,-0.6103841066360474,-2.3609049320220947,43755
20250902_120238,-0.6546971201896667,-0.6099240183830261,-2.3114876747131348,43760
20250902_120238,-0.6632239818572998,-0.6457039713859558,-2.308596611022949,43677
20250902_120238,-0.5861321687698364,-0.6272026300430298,-2.2504143714904785,43960
20250902_120238,-0.6712791323661804,-0.6572631001472473,-2.2550792694091797,43578
20250902_120238,-0.6094924211502075,-0.6562339663505554,-2.268979072570801,43814
20250902_120238,-0.5641859173774719,-0.6555514931678772,-2.2497127056121826,43886
20250902_120238,-0.6330074667930603,-0.7086309194564819,-2.2078349590301514,43682
20250902_120238,-0.6647067070007324,-0.705044150352478,-2.2145800590515137,43706
20250902_120238,-0.5650454163551331,-0.7106373906135559,-2.141273260116577,43847
20250902_120238,-0.7000702619552612,-0.7372512817382812,-2.1642353534698486,43620
20250902_120238,-0.5259824991226196,-0.6809598207473755,-2.1859936714172363,43931
20250902_120238,-0.5978776812553406,-0.7404288053512573,-2.156851053237915,43818
20250902_120238,-0.6418732404708862,-0.7716072201728821,-2.167362689971924,43772
20250902_120238,-0.5853531956672668,-0.7459895610809326,-2.1448562145233154,43797
20250902_120238,-0.6148688793182373,-0.7979547381401062,-2.1100809574127197,43815
20250902_120238,-0.568455159664154,-0.7690597176551819,-2.1271629333496094,43913
20250902_120238,-0.5286453366279602,-0.7613210678100586,-2.0603790283203125,43985
20250902_120238,-0.5658329725265503,-0.7941054105758667,-2.060457706451416,44103
20250902_120238,-0.5402208566665649,-0.8001892566680908,-2.0323092937469482,43944
20250902_120238,-0.5994754433631897,-0.7977695465087891,-2.044138193130493,43902
20250902_120238,-0.5680486559867859,-0.8481320738792419,-2.0290637016296387,43940
20250902_120238,-0.5649110078811646,-0.8117266297340393,-2.006120443344116,44033
20250902_120238,-0.5513893365859985,-0.8281336426734924,-1.9957504272460938,44050
20250902_120238,-0.4948960542678833,-0.828136146068573,-1.9877921342849731,44133
20250902_120238,-0.5802609920501709,-0.874009370803833,-1.9722191095352173,44166
20250902_120238,-0.4968770742416382,-0.8591799736022949,-1.9839690923690796,44013
20250902_120238,-0.5840979218482971,-0.9090387225151062,-1.9378849267959595,44181
20250902_120238,-0.5273354053497314,-0.8928905725479126,-1.9312382936477661,44024
20250902_120238,-0.5080769062042236,-0.8559202551841736,-1.8856452703475952,44164
20250902_120238,-0.48470985889434814,-0.9092966914176941,-1.9178106784820557,44286
20250902_120238,-0.4612155556678772,-0.8963029980659485,-1.8695381879806519,44271
20250902_120238,-0.5267258882522583,-0.9166017770767212,-1.882739782333374,44229
20250902_120238,-0.5275138020515442,-0.9244944453239441,-1.88454270362854,44205
20250902_120238,-0.5265123844146729,-0.9301919341087341,-1.8430871963500977,44188
20250902_120238,-0.49604278802871704,-0.9356734156608582,-1.8559980392456055,44291
20250902_120238,-0.4600476324558258,-0.9125324487686157,-1.832486867904663,44357
20250902_120238,-0.4757714569568634,-0.9262040853500366,-1.8337788581848145,44453
20250902_120239,-0.4470943510532379,-0.9460345506668091,-1.813212513923645,44460
20250902_120239,-0.4863685667514801,-0.979633092880249,-1.7977540493011475,44416
20250902_120239,-0.47147345542907715,-0.9453718662261963,-1.7764581441879272,42000
20250902_120239,-0.47238191962242126,-0.9946455955505371,-1.7838622331619263,47267
20250902_120239,-0.4688282012939453,-0.9377149939537048,-1.7356008291244507,47267
20250902_120239,-0.41473090648651123,-1.0042364597320557,-1.7502182722091675,47267
20250902_120239,-0.3820647597312927,-0.9735531806945801,-1.725915789604187,47267
20250902_120239,-0.45977550745010376,-1.007915735244751,-1.7128223180770874,47267
20250902_120239,-0.43486398458480835,-0.9784867763519287,-1.7077587842941284,47267
20250902_120239,-0.46431049704551697,-1.037355661392212,-1.702695608139038,47267
20250902_120239,-0.4321851134300232,-0.9974952340126038,-1.6770224571228027,42000
20250902_120239,-0.4191160500049591,-1.0123536586761475,-1.693652868270874,44761
20250902_120239,-0.34820878505706787,-0.988594114780426,-1.6757067441940308,44813
20250902_120239,-0.405870646238327,-1.0682005882263184,-1.6738271713256836,44803
20250902_120239,-0.44872206449508667,-1.031311273574829,-1.67293381690979,44553
20250902_120239,-0.44235947728157043,-1.05147123336792,-1.66618812084198,44481
20250902_120239,-0.4017990231513977,-1.0021058320999146,-1.6242791414260864,44734
20250902_120239,-0.3941584527492523,-1.0769387483596802,-1.6390252113342285,44814
20250902_120239,-0.35269221663475037,-1.0372365713119507,-1.6264138221740723,44866
