time_s,roll_command,pitch_command,yaw_command,thrust_command
20250829_155703,0.0,-2.038471221923828,-1.041109561920166,55000
20250829_155703,0.0,-2.0094783306121826,-0.9511997103691101,55000
20250829_155703,0.0,-2.1092917919158936,-1.03504478931427,55000
20250829_155703,0.0,-2.0979061126708984,-0.9329786896705627,55000
20250829_155703,0.0,-2.0915937423706055,-0.9268283843994141,55000
20250829_155703,0.0,-2.0985496044158936,-1.0045589208602905,55000
20250829_155703,0.0,-2.061246633529663,-1.0310337543487549,55000
20250829_155703,0.0,-2.1399424076080322,-1.0006144046783447,55000
20250829_155703,0.0,-2.105116128921509,-0.9928611516952515,55000
20250829_155703,0.0,-2.084428071975708,-0.9567851424217224,55000
20250829_155703,0.0,-2.1410388946533203,-0.9277215003967285,55000
20250829_155703,0.0,-2.118297576904297,-0.9098770022392273,55000
20250829_155703,0.0,-2.162248373031616,-1.0065639019012451,55000
20250829_155703,0.0,-2.127864122390747,-1.000028371810913,55000
20250829_155703,0.0,-2.163815975189209,-1.0144128799438477,55000
20250829_155703,0.0,-2.134744882583618,-1.0039091110229492,55000
20250829_155703,0.0,-2.127180814743042,-0.9077306985855103,55000
20250829_155703,0.0,-2.2052767276763916,-1.0069912672042847,55000
20250829_155703,0.0,-2.1339304447174072,-0.9021634459495544,55000
20250829_155703,0.0,-2.196206569671631,-0.9092136025428772,55000
20250829_155703,0.0,-2.2212984561920166,-0.9505988359451294,55000
20250829_155703,0.0,-2.209183692932129,-0.9123510718345642,55000
20250829_155703,0.0,-2.209676742553711,-0.9177075028419495,55000
20250829_155703,0.0,-2.1968092918395996,-0.8922226428985596,55000
20250829_155703,0.0,-2.2377545833587646,-0.8984375596046448,55000
20250829_155703,0.0,-2.204453706741333,-0.8347010612487793,55000
20250829_155703,0.0,-2.2402281761169434,-0.7601981163024902,55000
20250829_155703,0.0,-2.249689817428589,-0.7594132423400879,55000
20250829_155703,0.0,-2.3145346641540527,-0.761985182762146,55000
20250829_155703,0.0,-2.250516176223755,-0.7635897397994995,55000
20250829_155703,0.0,-2.2324538230895996,-0.6590633392333984,55000
20250829_155703,0.0,-2.276520252227783,-0.6941062808036804,55000
20250829_155703,0.0,-2.39573335647583,-0.8267260193824768,55000
20250829_155703,0.0,-2.3152592182159424,-0.8533964157104492,55000
