time_s,roll_command,pitch_command,yaw_command,thrust_command
20250829_152637,0.025095073506236076,-0.07521204650402069,0.3525293171405792,55000
20250829_152637,-0.009061886928975582,-0.06926040351390839,0.30829012393951416,55000
20250829_152637,0.029108094051480293,-0.0005302125355228782,0.3418940603733063,55000
20250829_152637,0.05856402963399887,-0.04841674864292145,0.3504478931427002,55000
20250829_152637,0.012232406064867973,-0.010900996625423431,0.3279583156108856,55000
20250829_152637,0.0011499039828777313,-0.025513192638754845,0.3323615789413452,55000
20250829_152637,0.04430579021573067,-0.04535938799381256,0.3226017653942108,55000
20250829_152637,0.04146508127450943,-0.06225888803601265,0.3256898820400238,55000
20250829_152637,0.007052554748952389,-0.06288929283618927,0.28536322712898254,55000
20250829_152637,0.010949474759399891,-0.009824215434491634,0.33653125166893005,55000
20250829_152637,0.036716118454933167,-0.04180990904569626,0.3438613712787628,55000
20250829_152637,0.019185980781912804,-0.015793977305293083,0.3235637843608856,55000
20250829_152637,0.014291143044829369,-0.03466242551803589,0.3312186896800995,55000
20250829_152637,0.03778280317783356,-0.07023406028747559,0.33510154485702515,55000
20250829_152637,0.011288412846624851,-0.03526080772280693,0.3145443797111511,55000
20250829_152637,0.04208426550030708,-0.058932557702064514,0.2771648168563843,55000
20250829_152637,0.012963538989424706,-0.012911342084407806,0.3253546953201294,55000
20250829_152637,0.01378350704908371,-0.008904172107577324,0.30574068427085876,55000
20250829_152637,0.018976833671331406,-0.02295328676700592,0.30634355545043945,55000
20250829_152637,0.011784865520894527,-0.014719665981829166,0.31460699439048767,55000
20250829_152637,0.08712153881788254,-0.07485537976026535,0.279167503118515,55000
20250829_152637,-0.059549398720264435,-0.0855112075805664,0.26688411831855774,55000
20250829_152637,0.04915476217865944,-0.013102431781589985,0.28345969319343567,55000
20250829_152637,0.02587079629302025,-0.03643546253442764,0.280198872089386,55000
20250829_152637,0.03463219851255417,-0.09879973530769348,0.2708744704723358,55000
20250829_152637,0.012262383475899696,-0.09308499842882156,0.2715785503387451,55000
20250829_152637,0.014882991090416908,-0.13627277314662933,0.2700669467449188,55000
20250829_152637,0.02926493249833584,-0.10333381593227386,0.2384549230337143,55000
20250829_152637,0.013636630028486252,-0.1394484043121338,0.20420844852924347,55000
20250829_152637,0.07364444434642792,-0.14806926250457764,0.15287400782108307,55000
20250829_152637,-0.018336035311222076,-0.1365080177783966,0.12459859997034073,55000
20250829_152637,0.04071874916553497,-0.16401691734790802,0.09121674299240112,55000
20250829_152637,0.018650950863957405,-0.19301126897335052,0.03717559948563576,55000
20250829_152637,0.15770223736763,-0.20687808096408844,0.024458108469843864,55000
20250829_152637,0.09069005399942398,-0.232005313038826,-0.03165891021490097,55000
20250829_152637,0.09029389917850494,-0.18855948746204376,0.019208872690796852,54904
20250829_152637,0.0865674838423729,-0.3213084936141968,-0.050257857888936996,55000
20250829_152637,0.086745984852314,-0.2733441889286041,-0.08411853760480881,54577
20250829_152637,0.06473313271999359,-0.23856373131275177,-0.14785586297512054,53971
20250829_152637,0.17823205888271332,-0.26119425892829895,-0.139447882771492,54271
20250829_152637,0.032242387533187866,-0.3100101053714752,-0.19736619293689728,53191
20250829_152637,0.12963919341564178,-0.31349408626556396,-0.21690520644187927,53348
20250829_152637,0.08758308738470078,-0.3385099470615387,-0.24656690657138824,52714
20250829_152637,0.12182038277387619,-0.36852413415908813,-0.336622953414917,52770
20250829_152637,0.04410809651017189,-0.3234672248363495,-0.3179337680339813,51797
20250829_152637,0.12701530754566193,-0.34694328904151917,-0.32117199897766113,51536
20250829_152637,0.06972766667604446,-0.3692004978656769,-0.37980031967163086,51401
20250829_152637,0.07049749046564102,-0.4169562757015228,-0.37893733382225037,51234
20250829_152637,0.04381164535880089,-0.37895500659942627,-0.42273494601249695,50977
20250829_152637,0.09068752825260162,-0.443685919046402,-0.48598501086235046,50697
20250829_152637,0.08002915978431702,-0.46877118945121765,-0.49765780568122864,49708
20250829_152637,0.04407155141234398,-0.43725037574768066,-0.5122631788253784,50275
20250829_152637,0.016689687967300415,-0.5061479806900024,-0.5043358206748962,49633
20250829_152637,0.0673644170165062,-0.47765758633613586,-0.5225260853767395,49301
20250829_152637,0.08481864631175995,-0.4501180350780487,-0.5092536807060242,49261
20250829_152637,-0.02418338879942894,-0.5120057463645935,-0.5783615708351135,48884
