time_s,roll_command,pitch_command,yaw_command,thrust_command
20250902_165136,0.08109869062900543,-0.0,2.1740639209747314,55000
20250902_165136,0.03698015958070755,-0.0,2.1575140953063965,55000
20250902_165136,0.0444156751036644,-0.0,2.178152322769165,55000
20250902_165136,-0.019921142607927322,-0.0,2.1778101921081543,55000
20250902_165136,-0.011940611526370049,-0.0,2.177168607711792,55000
20250902_165136,0.04320897161960602,-0.0,2.1740176677703857,55000
20250902_165136,0.05833296477794647,-0.0,2.1765990257263184,55000
20250902_165136,0.0805211216211319,-0.0,2.1777310371398926,55000
20250902_165136,0.036043066531419754,-0.0,2.1807520389556885,55000
20250902_165136,-0.0009321730467490852,-0.0,2.1790473461151123,55000
20250902_165136,-0.0018515200354158878,-0.0,2.174299478530884,55000
20250902_165136,-0.012586120516061783,-0.0,2.175985336303711,55000
20250902_165136,0.060803793370723724,-0.0,2.1865923404693604,55000
20250902_165136,0.08251991868019104,-0.0,2.176145076751709,55000
20250902_165136,0.046878114342689514,-0.0,2.165583610534668,55000
20250902_165136,0.06617587804794312,-0.0,2.182401180267334,55000
20250902_165136,-0.047223929315805435,-0.0,2.176844358444214,55000
20250902_165136,-0.014952059835195541,-0.0,2.1776082515716553,55000
20250902_165136,0.03036917932331562,-0.0,2.1742634773254395,55000
20250902_165136,0.06421029567718506,-0.0,2.173553466796875,55000
20250902_165136,0.07653660327196121,-0.0,2.1743688583374023,55000
20250902_165136,0.04061715677380562,-0.0,2.1564881801605225,55000
20250902_165136,0.0490516759455204,-0.0,2.1790835857391357,55000
20250902_165136,-0.029037537053227425,-0.0,2.1744837760925293,55000
20250902_165136,-0.03877342864871025,-0.0,2.16511607170105,55000
20250902_165136,0.0674758329987526,-0.0,2.184274911880493,55000
20250902_165136,0.07512272149324417,-0.0,2.1755599975585938,55000
20250902_165136,0.07684162259101868,-0.0,2.174469470977783,55000
20250902_165136,0.021665524691343307,-0.0,2.158298969268799,55000
20250902_165136,0.020711760967969894,-0.0,2.1744978427886963,55000
20250902_165136,-0.0035200724378228188,-0.0,2.172353982925415,55000
20250902_165136,0.0120545057579875,-0.0,2.1752612590789795,55000
20250902_165136,0.035511214286088943,-0.0,2.1776113510131836,55000
20250902_165136,0.078302301466465,-0.0,2.1767263412475586,55000
20250902_165136,0.059056784957647324,-0.0,2.1759564876556396,55000
20250902_165136,0.020744848996400833,-0.0,2.1690468788146973,55000
20250902_165136,0.014374001882970333,-0.0,2.1766138076782227,55000
20250902_165136,0.007231969386339188,-0.0,2.1726160049438477,55000
20250902_165136,0.035501930862665176,-0.0,2.1734511852264404,55000
20250902_165136,0.048211146146059036,-0.0,2.176100730895996,55000
20250902_165136,0.04702925309538841,-0.0,2.175175666809082,55000
20250902_165136,0.04128308966755867,-0.0,2.178802013397217,55000
20250902_165136,0.02746143564581871,-0.0,2.1755526065826416,55000
20250902_165136,0.015725817531347275,-0.0,2.1758995056152344,55000
20250902_165136,0.03381938487291336,-0.0,2.174046754837036,55000
20250902_165136,0.044996440410614014,-0.0,2.176480293273926,55000
20250902_165136,0.027625717222690582,-0.0,2.177515983581543,55000
20250902_165136,0.0406932532787323,-0.0,2.173379421234131,55000
20250902_165136,0.022758208215236664,-0.0,2.175386905670166,55000
20250902_165136,-9.387855243403465e-05,-0.0,2.155446767807007,55000
20250902_165136,0.08664049953222275,-0.0,2.1792898178100586,55000
20250902_165137,0.003996513783931732,-0.0,2.1684064865112305,55000
20250902_165137,0.043202463537454605,-0.0,2.1752524375915527,55000
20250902_165137,0.023414963856339455,-0.0,2.176284074783325,55000
20250902_165137,0.049209777265787125,-0.0,2.1749682426452637,55000
20250902_165137,0.059795722365379333,-0.0,2.187838315963745,55000
20250902_165137,0.010798841714859009,-0.0,2.176999568939209,55000
20250902_165137,0.030890418216586113,-0.0,2.1767466068267822,55000
