time_s,x,y,z
20250903_144606.408014,1.993895173072815,0.16533663868904114,2.970489501953125
20250903_144606.408743,1.9938894510269165,0.1652437299489975,2.970463275909424
20250903_144606.409914,1.9939595460891724,0.16543009877204895,2.970479965209961
20250903_144606.410679,1.9940946102142334,0.16566289961338043,2.970524787902832
20250903_144606.411813,1.9939243793487549,0.1654900759458542,2.970552444458008
20250903_144606.413146,1.993900179862976,0.16530267894268036,2.9705283641815186
20250903_144606.414593,1.993932843208313,0.16532640159130096,2.970508337020874
20250903_144606.415476,1.9939571619033813,0.16540026664733887,2.970489501953125
20250903_144606.416674,1.9940016269683838,0.16551530361175537,2.9704983234405518
20250903_144606.417896,1.993985891342163,0.16552254557609558,2.970508575439453
20250903_144606.419411,1.993966817855835,0.16553978621959686,2.970534563064575
20250903_144606.424612,1.9940381050109863,0.1657218188047409,2.9705612659454346
20250903_144606.434699,1.993939757347107,0.16540826857089996,2.970521926879883
20250903_144606.445507,1.993977665901184,0.165137380361557,2.9703660011291504
20250903_144606.455136,1.993940830230713,0.1654026061296463,2.970491647720337
20250903_144606.465293,1.993991494178772,0.16542476415634155,2.9704067707061768
20250903_144606.468156,1.9939993619918823,0.16552767157554626,2.97047758102417
20250903_144606.485218,1.9940513372421265,0.1656857430934906,2.970472812652588
20250903_144606.495354,1.9939923286437988,0.16548770666122437,2.9704389572143555
20250903_144606.497212,1.9939213991165161,0.16517318785190582,2.9703519344329834
20250903_144606.519185,1.9938688278198242,0.16526485979557037,2.970400094985962
20250903_144606.524117,1.993855357170105,0.16547344624996185,2.9703917503356934
20250903_144606.534529,1.9938442707061768,0.16545233130455017,2.970341205596924
20250903_144606.535702,1.99386727809906,0.16566362977027893,2.970348596572876
20250903_144606.555293,1.993770718574524,0.1655707210302353,2.9703943729400635
20250903_144606.565084,1.9936408996582031,0.16541005671024323,2.9702420234680176
20250903_144606.575423,1.9933977127075195,0.16517914831638336,2.970215320587158
20250903_144606.585025,1.9935287237167358,0.16552816331386566,2.9701883792877197
20250903_144606.595459,1.9935389757156372,0.16578982770442963,2.970198154449463
20250903_144606.605076,1.993848204612732,0.16566480696201324,2.9700961112976074
20250903_144606.615088,1.9936704635620117,0.1659380942583084,2.9699208736419678
20250903_144606.617133,1.9932942390441895,0.16674268245697021,2.9698147773742676
20250903_144606.635642,1.9931933879852295,0.1671338677406311,2.969705104827881
20250903_144606.645126,1.9931625127792358,0.16785302758216858,2.969538450241089
20250903_144606.655738,1.9929091930389404,0.168654665350914,2.9692511558532715
