time_s,x,y,z
20250722_103625,2.020080327987671,0.08554241061210632,1.0161147117614746
20250722_103625,2.0200412273406982,0.08548980951309204,1.016121745109558
20250722_103625,2.020026922225952,0.08540773391723633,1.0160982608795166
20250722_103625,2.0201029777526855,0.08557486534118652,1.016154170036316
20250722_103625,2.0201005935668945,0.08565228432416916,1.0161116123199463
20250722_103625,2.0200750827789307,0.08553074300289154,1.0161553621292114
20250722_103625,2.0200319290161133,0.08543184399604797,1.016137719154358
20250722_103625,2.020064353942871,0.08546797186136246,1.0161468982696533
20250722_103625,2.02010440826416,0.08560758084058762,1.0161136388778687
20250722_103625,2.020068407058716,0.08558795601129532,1.016143560409546
20250722_103625,2.020052194595337,0.08551555871963501,1.0161941051483154
20250722_103625,2.0200717449188232,0.08549397438764572,1.0161830186843872
20250722_103625,2.0201220512390137,0.0855826735496521,1.0161759853363037
20250722_103625,2.0200436115264893,0.08549521118402481,1.0161267518997192
20250722_103625,2.0200014114379883,0.08544984459877014,1.0161079168319702
20250722_103625,2.0200600624084473,0.08552559465169907,1.0161590576171875
20250722_103625,2.0200953483581543,0.08561008423566818,1.0161058902740479
20250722_103625,2.0200469493865967,0.08551780134439468,1.0161265134811401
20250722_103625,2.0200233459472656,0.08541202545166016,1.0161316394805908
20250722_103625,2.020043134689331,0.08550763875246048,1.0161577463150024
20250722_103625,2.020059823989868,0.0856868177652359,1.0160974264144897
20250722_103625,2.0200157165527344,0.08567166328430176,1.0161079168319702
20250722_103625,2.019894599914551,0.08544386178255081,1.016068696975708
20250722_103625,2.0198075771331787,0.08533056080341339,1.016032338142395
20250722_103625,2.019801616668701,0.08560287207365036,1.0160900354385376
20250722_103625,2.019874334335327,0.0857309103012085,1.0160640478134155
20250722_103625,2.0198051929473877,0.08568809181451797,1.0160408020019531
20250722_103625,2.0197205543518066,0.08553285896778107,1.0159550905227661
20250722_103625,2.0197606086730957,0.08565507084131241,1.0159153938293457
20250722_103625,2.0197155475616455,0.08571275323629379,1.0159097909927368
20250722_103625,2.0196149349212646,0.08595112711191177,1.0158188343048096
20250722_103625,2.0195529460906982,0.08631221204996109,1.0158255100250244
20250722_103625,2.0196845531463623,0.08675461262464523,1.0157479047775269
20250722_103625,2.019719123840332,0.08728403598070145,1.0157181024551392
20250722_103625,2.0197222232818604,0.08783499896526337,1.0155470371246338
20250722_103625,2.0198748111724854,0.08869647979736328,1.0153735876083374
20250722_103625,2.019942283630371,0.08977500349283218,1.0153299570083618
20250722_103625,2.020230770111084,0.09109967201948166,1.0152767896652222
20250722_103625,2.020382881164551,0.09246424585580826,1.0151280164718628
20250722_103625,2.020642042160034,0.09412403404712677,1.014884352684021
20250722_103625,2.0208239555358887,0.09587279707193375,1.0146466493606567
20250722_103625,2.0210843086242676,0.09796014428138733,1.0141870975494385
20250722_103625,2.0216224193573,0.10059996694326401,1.0137827396392822
20250722_103625,2.022096872329712,0.10314437747001648,1.0134364366531372
20250722_103625,2.022639036178589,0.10642807185649872,1.0130277872085571
20250722_103625,2.023266553878784,0.10983860492706299,1.012505054473877
20250722_103625,2.023810863494873,0.11343871057033539,1.011977195739746
20250722_103625,2.0243916511535645,0.11708924174308777,1.0114167928695679
20250722_103625,2.0249593257904053,0.12097162753343582,1.0106905698776245
20250722_103625,2.0256638526916504,0.12549926340579987,1.0101854801177979
20250722_103625,2.0264973640441895,0.1303458958864212,1.0094819068908691
20250722_103625,2.0273141860961914,0.13542361557483673,1.0088896751403809
20250722_103625,2.027987480163574,0.14029289782047272,1.0081170797348022
20250722_103625,2.028895378112793,0.1456499993801117,1.007535457611084
20250722_103625,2.029548406600952,0.15111124515533447,1.0067415237426758
20250722_103625,2.030378818511963,0.15674470365047455,1.0061142444610596
20250722_103625,2.0312623977661133,0.16275177896022797,1.0053045749664307
20250722_103625,2.0323643684387207,0.16917194426059723,1.0045706033706665
20250722_103625,2.0334300994873047,0.17574378848075867,1.0037592649459839
20250722_103625,2.0343141555786133,0.1823330521583557,1.0029816627502441
20250722_103625,2.0353729724884033,0.1888188272714615,1.0021758079528809
20250722_103625,2.0362963676452637,0.19572412967681885,1.0012770891189575
20250722_103625,2.037421226501465,0.2029479593038559,1.0003113746643066
20250722_103625,2.038480281829834,0.21028882265090942,0.9994412064552307
20250722_103625,2.0395357608795166,0.21788041293621063,0.9984820485115051
20250722_103625,2.0406484603881836,0.22578059136867523,0.9974051713943481
20250722_103625,2.041752815246582,0.23386815190315247,0.9963538646697998
20250722_103625,2.0426697731018066,0.2416035532951355,0.995335578918457
20250722_103625,2.0435643196105957,0.24971652030944824,0.9941956400871277
20250722_103625,2.0445752143859863,0.25815704464912415,0.993101954460144
20250722_103625,2.0455827713012695,0.266994833946228,0.9919528365135193
20250722_103625,2.0465362071990967,0.2759731709957123,0.9907851815223694
20250722_103625,2.04738712310791,0.2848578095436096,0.9896798729896545
20250722_103625,2.04829478263855,0.29408860206604004,0.9885595440864563
20250722_103625,2.0491714477539062,0.30341243743896484,0.9873848557472229
20250722_103625,2.049910545349121,0.31271985173225403,0.9862538576126099
20250722_103625,2.0505645275115967,0.3221839964389801,0.9850012063980103
20250722_103625,2.051478385925293,0.33221620321273804,0.9837849736213684
20250722_103625,2.0523014068603516,0.34225180745124817,0.9826536178588867
20250722_103625,2.053135633468628,0.35265955328941345,0.9813572764396667
20250722_103625,2.053800106048584,0.36278074979782104,0.9801563024520874
20250722_103625,2.054447650909424,0.37318161129951477,0.9789594411849976
20250722_103625,2.0551576614379883,0.3839845657348633,0.9776658415794373
20250722_103625,2.0558269023895264,0.3947644531726837,0.9763981103897095
20250722_103625,2.0565857887268066,0.40575411915779114,0.9750977158546448
20250722_103625,2.0571932792663574,0.4168948531150818,0.9737318158149719
20250722_103625,2.057727098464966,0.4279159605503082,0.9724027514457703
20250722_103625,2.0584707260131836,0.4395235776901245,0.9709140062332153
20250722_103625,2.0588855743408203,0.4506762623786926,0.9695533514022827
20250722_103625,2.0596041679382324,0.4626282751560211,0.9680905938148499
20250722_103625,2.0602028369903564,0.4742923378944397,0.9665961861610413
20250722_103625,2.060789108276367,0.48642581701278687,0.9650901556015015
20250722_103625,2.061373472213745,0.4984298050403595,0.9636359810829163
20250722_103625,2.0618691444396973,0.5103438496589661,0.9621539115905762
20250722_103625,2.062299966812134,0.5223072171211243,0.9606156945228577
20250722_103625,2.0628068447113037,0.5342578887939453,0.9592113494873047
20250722_103625,2.0631940364837646,0.5462851524353027,0.9576413035392761
20250722_103625,2.063814163208008,0.558708667755127,0.9560813903808594
20250722_103625,2.0642430782318115,0.570793092250824,0.9545858502388
20250722_103625,2.064628839492798,0.5829148888587952,0.953029453754425
20250722_103625,2.0649733543395996,0.5950597524642944,0.9514898061752319
20250722_103625,2.0653724670410156,0.6071479916572571,0.9498466849327087
20250722_103626,2.0656957626342773,0.6192402243614197,0.9482822418212891
20250722_103626,2.065997838973999,0.631186306476593,0.9466744661331177
20250722_103626,2.0663795471191406,0.6432933211326599,0.9449983835220337
20250722_103626,2.0667004585266113,0.6551305651664734,0.9433121085166931
20250722_103626,2.0669503211975098,0.6669284701347351,0.9415793418884277
20250722_103626,2.067263603210449,0.6786998510360718,0.9398435950279236
20250722_103626,2.067534923553467,0.6903581023216248,0.9381207227706909
20250722_103626,2.0678608417510986,0.7018983364105225,0.9363409876823425
20250722_103626,2.0681846141815186,0.7133614420890808,0.9344859719276428
20250722_103626,2.0685813426971436,0.7249436974525452,0.9326003193855286
