Variable,Average Error,Std Dev,Max Error,RMSE
X_c (m),-0.05688355777407428,0.28599089472402095,1.1776679307222366,0.2915930914992372
Y_c (m),-0.048073529079033984,0.0934649245780426,0.49205441772937775,0.10510355048470969
Z_c (m),0.0928168961409934,0.11650196249559015,0.34483975172042847,0.14895530697015077
α (rad),-0.05052702075925786,0.048702149757527055,0.1679623541820982,0.07017748369534965
β (rad),0.01086672365629183,0.040693077244570865,0.239305944552711,0.04211902442667475
P (m),0.565376004776732,0.35660627043304827,1.2876294049356112,0.6684445069633437
φ₁ (rad),-0.05052702075925786,0.048702149757527055,0.1679623541820982,0.07017748369534965
φ₂ (rad),-0.05052702075925786,0.048702149757527055,0.1679623541820982,0.07017748369534965
