x,z,y,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
1.0,5.0,0.0,1.0556305904014438,0.05379474297458046,4.977666096593819,-164.32414215686273,165.37325182148055,177.82547015021828,6.941350992699852e-05,8.441258665218868e-05,5.812966132703053e-05,1.7195855417658863,1.4921557450552618,0.22334279825287773
