x,z,y,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
0.0,4.0,1.0,0.03257745809706983,1.1165856118295707,3.9978178655399996,-0.13773260494173667,0.6526082821336447,-1.0522979590238308,0.00011484027402185515,0.0002317050811881511,6.251337047025688e-05,0.07599177150346086,0.26339715588382145,0.4349026167195412
