x,z,y,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
0.0,5.0,1.0,0.03981716328245748,1.1314328752312006,4.999987174015419,1.305083419528662,-0.09073371733082272,-1.7764689038781558,2.126310416944195e-05,2.904013743028165e-05,1.3532699261533263e-05,0.007860176601895573,0.015359721560941054,0.018108950418903254
