x,z,y,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
0.0,1.0,1.5,0.020892217488179928,1.2984301961943772,1.0285643083875915,-4.666503920302175,5.346252157552303,-0.31591370806720886,6.297133205835789e-05,0.0003145476566711666,0.0001951360771158987,0.11806355319736324,0.31628860591280306,0.33846743044953576
