x,z,y,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
0.0,4.0,1.0,0.06453470722133034,1.0451560499621373,4.036396873698515,-8.04078068265728,6.638883818832098,1.3100876331329345,2.4855379057563168e-05,5.63683268420265e-05,4.8119220536636084e-05,0.0049671638081435505,0.010967410534991581,0.011654564779120679
