x,z,y,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
0.0,6.0,1.0,0.08751875623768447,1.0410718889797435,6.013753410414154,-179.50557975021064,179.33980338900696,179.9190632240445,1.85554550069778e-05,4.2069135154631674e-05,2.988469832376205e-05,0.10418172437511242,0.13929011492877869,0.017061103884630203
