x,z,y,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
2.5,5.0,0.5,2.5437314458820817,0.48543123663759885,4.956469533017201,-175.81175345849897,174.1813939962031,179.3376639615342,4.7125767856545546e-05,5.095271349840918e-05,1.9600751063246784e-05,0.13044143108537126,0.17812088590196123,0.02035019436023274
