time,hover,max_thrust,min_thrust,k_p_x,k_i_x,k_d_x,k_p_y,k_i_y,k_d_y,k_p_z,k_i_z,k_d_z
2025-10-19_18:14:11,41000,45000,36000,4.5,0.0,4.0,12000,100,9700,-4.5,-0.0,-4.0
