time,hover,max_thrust,min_thrust,k_p_x,k_i_x,k_d_x,k_p_y,k_i_y,k_d_y,k_p_z,k_i_z,k_d_z
2025-10-22_13:47:21,41500,44000,36000,4.5,0.0,4.5,26000,1000,16000,-4.5,-0.0,-4.5
