time,hover,max_thrust,min_thrust,k_p_x,k_i_x,k_d_x,k_p_y,k_i_y,k_d_y,k_p_z,k_i_z,k_d_z
2025-08-20_09:48:05,41600,56000,42000,7.0,0.0,0.0,37400,800,12000,2.0,0.0,0.0
