time_s,x,y,z
20250825_155937,1.0419071912765503,0.15306265652179718,2.991321325302124
20250825_155937,1.04190194606781,0.15299288928508759,2.9913344383239746
20250825_155937,1.0419753789901733,0.15302421152591705,2.991443634033203
20250825_155937,1.0420029163360596,0.15316681563854218,2.991370677947998
20250825_155937,1.042037010192871,0.1531352698802948,2.991372585296631
20250825_155937,1.0419127941131592,0.15296560525894165,2.991443157196045
20250825_155937,1.0418051481246948,0.15287497639656067,2.9914567470550537
20250825_155937,1.0418583154678345,0.15294362604618073,2.9914052486419678
20250825_155937,1.0418634414672852,0.1530168652534485,2.9913952350616455
20250825_155937,1.0419658422470093,0.15301921963691711,2.9914228916168213
20250825_155937,1.0419450998306274,0.153117835521698,2.9913783073425293
20250825_155937,1.0419180393218994,0.1530524045228958,2.991417169570923
20250825_155937,1.0418596267700195,0.1529320329427719,2.9913971424102783
20250825_155937,1.0418083667755127,0.15315334498882294,2.9913086891174316
20250825_155937,1.0419329404830933,0.15305490791797638,2.991356134414673
20250825_155937,1.0418829917907715,0.1532946079969406,2.99125337600708
20250825_155937,1.0420386791229248,0.15315237641334534,2.99141001701355
20250825_155937,1.0419163703918457,0.15326522290706635,2.9913570880889893
20250825_155937,1.0418651103973389,0.1530243456363678,2.991366386413574
20250825_155937,1.0419621467590332,0.15304341912269592,2.9914193153381348
20250825_155937,1.041945219039917,0.15310591459274292,2.9913766384124756
20250825_155937,1.0417841672897339,0.15320903062820435,2.9913179874420166
20250825_155937,1.0418781042099,0.15317028760910034,2.9913547039031982
20250825_155937,1.0418342351913452,0.1532527506351471,2.991363286972046
20250825_155937,1.0417900085449219,0.1531219184398651,2.9913768768310547
20250825_155937,1.041694164276123,0.15310941636562347,2.991332530975342
20250825_155937,1.0413827896118164,0.1531391441822052,2.9913110733032227
20250825_155937,1.0412217378616333,0.15321947634220123,2.9912657737731934
20250825_155937,1.0411388874053955,0.15349119901657104,2.9911723136901855
20250825_155937,1.041093111038208,0.15380607545375824,2.9910366535186768
20250825_155937,1.0409566164016724,0.15416616201400757,2.9909865856170654
20250825_155937,1.040606141090393,0.1549108922481537,2.9908292293548584
20250825_155937,1.0403739213943481,0.15578609704971313,2.990565776824951
20250825_155937,1.0402127504348755,0.1570786088705063,2.9903061389923096
20250825_155937,1.0405265092849731,0.15812426805496216,2.990431785583496
20250825_155937,1.039906620979309,0.16061174869537354,2.9897615909576416
20250825_155937,1.0398982763290405,0.16310034692287445,2.9893617630004883
