x,y,z,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
0,0,0,0.24051906088307898,0.08150692714018457,0.28167808004871264,-1.4780457008147299,2.0,2.230950371268909,0.0006819260940989131,0.001329560430744633,0.00046024050228749935,2.7344605892509484,0.0,0.5092220783524843
