x,z,y,mean_x,mean_y,mean_z,mean_yaw,mean_pitch,mean_roll,std_x,std_y,std_z,std_yaw,std_pitch,std_roll
0,-1,0,-0.37754260534193457,0.0803096193365934,-0.5790734263454995,0.21054184064723366,-0.20717083501051714,-1.0392520683448443,0.0001638942168573082,0.00031131781286641396,0.00015722034476510293,0.21251837161265363,0.5294442256865102,0.7497160841532295
